,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.226648,0.173735,0.225577,0.262,0.198932,
Net Income From Continuing Operation Net Minority Interest,563000000.0,604000000.0,436000000.0,495000000.0,600000000.0,
Reconciled Depreciation,49000000.0,52000000.0,49000000.0,47000000.0,47000000.0,
Net Interest Income,566000000.0,551000000.0,546000000.0,521000000.0,529000000.0,
Interest Expense,441000000.0,463000000.0,444000000.0,442000000.0,498000000.0,
Interest Income,1007000000.0,1014000000.0,990000000.0,963000000.0,1027000000.0,
Normalized Income,563000000.0,604000000.0,436000000.0,495000000.0,600000000.0,
Net Income From Continuing And Discontinued Operation,563000000.0,604000000.0,436000000.0,495000000.0,600000000.0,
Diluted Average Shares,201400000.0,203800000.0,201200000.0,208700000.0,209200000.0,
Basic Average Shares,197100000.0,199000000.0,201200000.0,204300000.0,203700000.0,
Diluted EPS,2.79,2.95,2.12,2.36,2.86,
Basic EPS,2.85,3.03,2.16,2.41,2.94,
Diluted NI Availto Com Stockholders,561000000.0,602000000.0,435000000.0,492000000.0,598000000.0,
Average Dilution Earnings,-1000000.0,,,,-1000000.0,
Net Income Common Stockholders,562000000.0,602000000.0,435000000.0,492000000.0,599000000.0,
Otherunder Preferred Stock Dividend,,1000000.0,,1000000.0,,1000000.0
Preferred Stock Dividends,1000000.0,1000000.0,1000000.0,2000000.0,1000000.0,
Net Income,563000000.0,604000000.0,436000000.0,495000000.0,600000000.0,
Net Income Including Noncontrolling Interests,563000000.0,604000000.0,436000000.0,495000000.0,600000000.0,
Net Income Continuous Operations,563000000.0,604000000.0,436000000.0,495000000.0,600000000.0,
Tax Provision,165000000.0,127000000.0,127000000.0,176000000.0,149000000.0,
Pretax Income,728000000.0,731000000.0,563000000.0,671000000.0,749000000.0,
Selling General And Administration,2450000000.0,2394000000.0,2202000000.0,2204000000.0,2272000000.0,
General And Administrative Expense,2450000000.0,2394000000.0,2202000000.0,2204000000.0,2272000000.0,
Salaries And Wages,2450000000.0,2394000000.0,2202000000.0,2204000000.0,2272000000.0,
Total Revenue,3672000000.0,3667000000.0,3342000000.0,3349000000.0,3484000000.0,
Operating Revenue,3672000000.0,3667000000.0,3342000000.0,3349000000.0,3484000000.0,
Occupancy And Equipment,80000000.0,84000000.0,77000000.0,74000000.0,73000000.0,
Professional Expense And Contract Services Expense,37000000.0,53000000.0,42000000.0,34000000.0,34000000.0,
Other Non Interest Expense,380000000.0,399000000.0,443000000.0,350000000.0,356000000.0,
