address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,corporateActions,trailingPegRatio
Two North Riverside Plaza,Suite 400,Chicago,IL,60606-2609,United States,312 474 1300,312 454 8703,https://www.equityapartments.com,REIT - Residential,reit-residential,REIT - Residential,Real Estate,real-estate,Real Estate,"Equity Residential is committed to creating communities where people thrive. The Company, a member of the S&P 500, owns and manages 312 rental properties consisting of 85,190 apartment units in dynamic metro areas across the U.S. with a primary concentration in major coastal markets, diversified by a targeted presence in the high-growth metro areas of Atlanta, Austin, Dallas/Ft. Worth and Denver. Equity Residential was incorporated in 1993 in Maryland, USA.",2400,"[{'maxAge': 1, 'name': 'Mr. Mark J. Parrell J.D.', 'age': 58, 'title': 'President, CEO & Trustee', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 3615937, 'exercisedValue': 0, 'unexercisedValue': 1799211}, {'maxAge': 1, 'name': 'Mr. Michael L. Manelis', 'age': 56, 'title': 'Executive VP & COO', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 1991075, 'exercisedValue': 0, 'unexercisedValue': 380798}, {'maxAge': 1, 'name': 'Mr. Robert A. Garechana', 'age': 46, 'title': 'Executive VP & Chief Investment Officer', 'yearBorn': 1979, 'fiscalYear': 2024, 'totalPay': 1747617, 'exercisedValue': 0, 'unexercisedValue': 156871}, {'maxAge': 1, 'name': 'Mr. Scott J. Fenster J.D.', 'age': 49, 'title': 'Executive VP, General Counsel & Corporate Secretary', 'yearBorn': 1976, 'fiscalYear': 2024, 'totalPay': 1337085, 'exercisedValue': 10750, 'unexercisedValue': 570251}, {'maxAge': 1, 'name': 'Mr. Bret D.S. McLeod', 'age': 43, 'title': 'Executive VP & CFO', 'yearBorn': 1982, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ian S. Kaufman', 'age': 57, 'title': 'Senior VP & Chief Accounting Officer', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Martin J. McKenna', 'title': 'First Vice President of Investor & Public Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Catherine M. Carraway', 'age': 63, 'title': 'Executive VP & Chief HR Officer', 'yearBorn': 1962, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Barry S. Altshuler', 'age': 66, 'title': 'Executive Vice President of Investments', 'yearBorn': 1959, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",4,8,2,9,7,1775001600,1735603200,[],86400,2,60.06,60.16,60.06,60.89,60.06,60.16,60.06,60.89,2.81,4.66,1774828800,0.9435,3.78,0.744,20.653027,40.354565,711288,711288,2637000,2536620,2536620,60.77,60.78,200,100,23810613248,22754764199,57.57,72.4,94.32,12.4375,7.6958404,61.6748,62.97935,2.77,0.046120543,USD,False,31563235328,0.36202,339913212,377547108,9073556,8366095,1770940800,1773360000,0.024,0.0055199997,0.96306,3.9,0.0328,392138563,29.18,2.0808737,1767139200,1798675200,1767139200,-0.088,1118667008,2.94,1.50466,2:1,1002844800,10.202,16.77,-0.028469741,0.32693863,0.703,1774828800,EQUITY,60.7199,80.0,62.0,69.92857,70.0,2.4,buy,21,55904000,0.148,1882163968,8479584768,0.045,0.107,3093958912,74.323,8.15,0.02615,0.100200005,1945432064,1416431232,1648763008,-0.088,0.02,0.62878,0.60834,0.2851,USD,EQR,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,44.69135,-0.95490265,-0.015482865,-2.2594528,-0.035876088,15,0,2.4 - Buy,False,1.0987294,60.7199,1775578928,NYQ,finmb_28209,America/New_York,EDT,-14400000,us_market,False,0.65989685,60.06 - 60.89,NYSE,2637000,3.1498985,0.054714236,57.57 - 72.4,-11.680103,-0.16132739,-2.8469741,1775779200,1770325200,1777406400,1777406400,1770390000,1770390000,True,2.94,1.50466,1.35865,REGULAR,True,745162200000,Equity Residential,Equity Residential,[],
