period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.15268,1.12303,1.18,1.05,3,0.097799994
+1q,1.62598,1.565,1.73,1.48,3,0.0986
0y,6.0933,6.06,6.12,5.64,11,0.0804
+1y,6.57748,6.48,6.65,6.0933,9,0.0795
