,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.0971,52211751,2932211928,0.0762
1,2025-12-31,Dodge & Cox Inc.,0.092,49474622,2778494763,0.28059998
2,2025-12-31,Blackrock Inc.,0.078200005,42040076,2360970661,0.0424
3,2025-12-31,State Street Corporation,0.044,23651379,1328261441,-0.0015
4,2025-12-31,Harris Associates L.P.,0.028900001,15554703,873552118,1.2996001
5,2025-12-31,Bank of America Corporation,0.0248,13352515,749877240,7.1169
6,2025-12-31,"Geode Capital Management, LLC",0.023699999,12772123,717282425,0.0714
7,2025-12-31,Amundi,0.0229,12294465,690457152,2.0227
8,2025-12-31,Morgan Stanley,0.0221,11881851,667284750,0.1125
9,2025-12-31,"Shaw D.E. & Co., Inc.",0.0188,10132277,569028674,0.4947
