maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,bookValue,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,ipoExpectedDate,averageAnalystRating,cryptoTradeable,marketState,shortName,longName,displayName,trailingPegRatio
86400,2,56.32,56.11,55.31,56.595,56.32,56.11,55.31,56.595,8.850158,6.1974254,1481477,1481477,8422878,6564660,6564660,53.2,58.49,1,1,30006366208,30033105073,52.91,221.5,238.59,0.246914,59.996,99.6249,0.0,0.0,USD,False,EQUITY,56.11,117.0,50.0,75.38462,70.0,2.63889,hold,26,FISV,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,True,528039000000,[],1775578995,NMS,finmb_128209,America/New_York,EDT,-14400000,us_market,False,-0.37293392,56.11,-0.20999908,55.31 - 56.595,NasdaqGS,8422878,3.2000008,0.060480077,52.91 - 221.5,-165.39,-0.7466817,-71.20507,1770730200,1776947400,1776947400,1770728400,1770728400,True,6.34,9.05376,8.14675,6.8874087,532998979,48.3,-3.8859978,-0.06477095,-43.5149,-0.4367874,1.1616977,15,0,2025-11-11,2.6 - Hold,False,REGULAR,"Fiserv, Inc.","Fiserv, Inc.",Fiserv,0.9289
