period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.59193,1.52,1.84,2.14,30,-0.2561
+1q,2.02466,1.91,2.21,2.47,28,-0.18030001
0y,8.14675,7.89,8.62,8.64,36,-0.0571
+1y,9.05776,8.43,9.48,8.14675,35,0.1118
