,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,22800000.0,0.0,32231000.0,10206000.0
Tax Rate For Calcs,0.19,0.142,0.193,0.189
Normalized EBITDA,8836000000.0,8839000000.0,7856000000.0,6774000000.0
Total Unusual Items,120000000.0,0.0,167000000.0,54000000.0
Total Unusual Items Excluding Goodwill,120000000.0,0.0,167000000.0,54000000.0
Net Income From Continuing Operation Net Minority Interest,3480000000.0,3131000000.0,3068000000.0,2530000000.0
Reconciled Depreciation,3161000000.0,3095000000.0,3121000000.0,3169000000.0
Reconciled Cost Of Revenue,8612000000.0,8013000000.0,7670000000.0,7992000000.0
EBITDA,8956000000.0,8839000000.0,8023000000.0,6828000000.0
EBIT,5795000000.0,5744000000.0,4902000000.0,3659000000.0
Net Interest Income,-1493000000.0,-1195000000.0,-976000000.0,-733000000.0
Interest Expense,1531000000.0,1238000000.0,1004000000.0,746000000.0
Interest Income,38000000.0,43000000.0,28000000.0,13000000.0
Normalized Income,3382800000.0,3131000000.0,2933231000.0,2486206000.0
Net Income From Continuing And Discontinued Operation,3480000000.0,3131000000.0,3068000000.0,2530000000.0
Total Expenses,15495000000.0,14577000000.0,14246000000.0,14051000000.0
Total Operating Income As Reported,5818000000.0,5879000000.0,5014000000.0,3740000000.0
Diluted Average Shares,549000000.0,582100000.0,616064257.0,647900000.0
Basic Average Shares,534000000.0,564000000.0,616064257.0,630000000.0
Diluted EPS,6.34,5.38,4.98,3.91
Basic EPS,6.516854,5.551418,4.98,4.015873
Diluted NI Availto Com Stockholders,3480000000.0,3131000000.0,3068000000.0,2530000000.0
Net Income Common Stockholders,3480000000.0,3131000000.0,3068000000.0,2530000000.0
Net Income,3480000000.0,3131000000.0,3068000000.0,2530000000.0
Minority Interests,-10000000.0,-49000000.0,-61000000.0,-52000000.0
Net Income Including Noncontrolling Interests,3490000000.0,3180000000.0,3129000000.0,2582000000.0
Net Income Continuous Operations,3490000000.0,3180000000.0,3129000000.0,2582000000.0
Earnings From Equity Interest Net Of Tax,37000000.0,-685000000.0,-15000000.0,220000000.0
Tax Provision,811000000.0,641000000.0,754000000.0,551000000.0
Pretax Income,4264000000.0,4506000000.0,3898000000.0,2913000000.0
Other Income Expense,59000000.0,-178000000.0,27000000.0,-40000000.0
Other Non Operating Income Expenses,-61000000.0,-178000000.0,-140000000.0,-94000000.0
Special Income Charges,120000000.0,0.0,167000000.0,54000000.0
Gain On Sale Of Business,120000000.0,0.0,167000000.0,54000000.0
Net Non Operating Interest Income Expense,-1493000000.0,-1195000000.0,-976000000.0,-733000000.0
Interest Expense Non Operating,1531000000.0,1238000000.0,1004000000.0,746000000.0
Interest Income Non Operating,38000000.0,43000000.0,28000000.0,13000000.0
Operating Income,5698000000.0,5879000000.0,4847000000.0,3686000000.0
Operating Expense,6883000000.0,6564000000.0,6576000000.0,6059000000.0
Selling General And Administration,6883000000.0,6564000000.0,6576000000.0,6059000000.0
Gross Profit,12581000000.0,12443000000.0,11423000000.0,9745000000.0
Cost Of Revenue,8612000000.0,8013000000.0,7670000000.0,7992000000.0
Total Revenue,21193000000.0,20456000000.0,19093000000.0,17737000000.0
Operating Revenue,21193000000.0,20456000000.0,19093000000.0,17737000000.0
