period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4759351390,4699000000,5087000000,22,4789000000,-0.0062
+1q,5106415850,5029000000,5441000000,22,5196000000,-0.0172
0y,20171927010,19897000000,21588000000,27,19804000000,0.0186
+1y,21006790150,20100100770,22576000000,28,20171927010,0.0414
