period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.01615,1.0,1.038,1.01,16,0.0061000003
+1q,1.29117,1.22,1.35,1.18,15,0.0942
0y,5.40289,5.36644,5.45,5.06,17,0.0678
+1y,5.99898,5.84,6.21,5.40289,17,0.1103
