,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.174,0.126,0.138,0.145
Normalized EBITDA,3928700000.0,3006600000.0,2327900000.0,1589806000.0
Total Unusual Items,,,18699000.0,27479000.0
Total Unusual Items Excluding Goodwill,,,18699000.0,27479000.0
Net Income From Continuing Operation Net Minority Interest,3511400000.0,2852100000.0,2087300000.0,1352446000.0
Reconciled Depreciation,72600000.0,62000000.0,70600000.0,62700000.0
Reconciled Cost Of Revenue,3237000000.0,2511800000.0,2229900000.0,1705614000.0
EBITDA,3928700000.0,3006600000.0,2327900000.0,1589806000.0
EBIT,3856100000.0,2944600000.0,2257300000.0,1527106000.0
Net Interest Income,383400000.0,311000000.0,152400000.0,27556000.0
Interest Income,383400000.0,311000000.0,152400000.0,27556000.0
Normalized Income,3511400000.0,2852100000.0,2087300000.0,1352446000.0
Net Income From Continuing And Discontinued Operation,3511400000.0,2852100000.0,2087300000.0,1352446000.0
Total Expenses,5149600000.0,4058500000.0,3602900000.0,2854204000.0
Total Operating Income As Reported,3856100000.0,2944600000.0,2257300000.0,1527106000.0
Diluted Average Shares,1275700000.0,1281077000.0,1268540000.0,1265836000.0
Basic Average Shares,1258000000.0,1256303000.0,1237416000.0,1225892000.0
Diluted EPS,2.75,2.23,1.645,1.0675
Basic EPS,2.79,2.27,1.6875,1.1025
Diluted NI Availto Com Stockholders,3511400000.0,2852100000.0,2087300000.0,1352446000.0
Net Income Common Stockholders,3511400000.0,2852100000.0,2087300000.0,1352446000.0
Net Income,3511400000.0,2852100000.0,2087300000.0,1352446000.0
Net Income Including Noncontrolling Interests,3511400000.0,2852100000.0,2087300000.0,1352446000.0
Net Income Continuous Operations,3511400000.0,2852100000.0,2087300000.0,1352446000.0
Tax Provision,738300000.0,413000000.0,334700000.0,229350000.0
Pretax Income,4249700000.0,3265100000.0,2422000000.0,1581796000.0
Other Income Expense,10200000.0,9500000.0,12300000.0,27134000.0
Other Non Operating Income Expenses,10200000.0,9500000.0,12300000.0,27134000.0
Gain On Sale Of Security,,,18699000.0,27479000.0
Net Non Operating Interest Income Expense,383400000.0,311000000.0,152400000.0,27556000.0
Interest Income Non Operating,383400000.0,311000000.0,152400000.0,27556000.0
Operating Income,3856100000.0,2944600000.0,2257300000.0,1527106000.0
Operating Expense,1912600000.0,1546700000.0,1373000000.0,1148590000.0
Research And Development,1237300000.0,996700000.0,854900000.0,728394000.0
Selling General And Administration,675300000.0,550000000.0,518100000.0,420196000.0
Selling And Marketing Expense,533400000.0,427300000.0,399000000.0,326955000.0
General And Administrative Expense,141900000.0,122700000.0,119100000.0,93241000.0
Other Gand A,141900000.0,122700000.0,119100000.0,93241000.0
Gross Profit,5768700000.0,4491300000.0,3630300000.0,2675696000.0
Cost Of Revenue,3237000000.0,2511800000.0,2229900000.0,1705614000.0
Total Revenue,9005700000.0,7003100000.0,5860200000.0,4381310000.0
Operating Revenue,9005700000.0,7003100000.0,5860200000.0,4381310000.0
