,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0252,31660362,4137217900,0.0001
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0207,26040778,3402878744,0.0241
2,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0106,13287966,1736404997,-0.0094
3,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0105,13141305,1717240070,0.0017
4,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0097,12149807,1587676066,-0.0185
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,0.0088,11032457,1441666352,-0.0125
6,2026-02-28,SELECT SECTOR SPDR TRT-State Street Technology Select Sector SPDR ETF,0.0064,8012822,1047075539,-0.0162
7,2025-11-30,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,0.0057,7198562,940672111,-0.0053
8,2026-02-28,Fidelity Contrafund,0.0052,6591379,861328470,0.1311
9,2025-12-31,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,0.0047,5926189,774404765,-0.0137
