period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4392975040,4241894310,4484100000,13,4099720000,0.0715
+1q,4573908150,4407775840,4657800000,13,4283816000,0.0677
0y,18481210060,17882000300,18690200000,17,17364829000,0.0643
+1y,19404789930,18318709440,19779200000,16,18481210060,0.05
