,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.234,0.224,0.235,0.242
Normalized EBITDA,2743141000.0,2265280000.0,1715141000.0,1575010000.0
Net Income From Continuing Operation Net Minority Interest,1488796000.0,1142097000.0,717795000.0,675609000.0
Reconciled Depreciation,618743000.0,584831000.0,568041000.0,581861000.0
Reconciled Cost Of Revenue,1659009000.0,1587786000.0,1532828000.0,1474339000.0
EBITDA,2743141000.0,2265280000.0,1715141000.0,1575010000.0
EBIT,2124398000.0,1680449000.0,1147100000.0,993149000.0
Net Interest Income,-156068000.0,-186109000.0,-206674000.0,-126889000.0
Interest Expense,152257000.0,182513000.0,206674000.0,126889000.0
Interest Income,1189000.0,1425000.0,572000.0,378000.0
Normalized Income,1488796000.0,1142097000.0,717795000.0,675609000.0
Net Income From Continuing And Discontinued Operation,1488796000.0,1142097000.0,717795000.0,675609000.0
Total Expenses,15370814000.0,14146121000.0,13106595000.0,12395815000.0
Rent Expense Supplemental,148234000.0,146433000.0,141026000.0,131626000.0
Total Operating Income As Reported,1994015000.0,1681814000.0,1175381000.0,1003555000.0
Diluted Average Shares,64462000.0,67896000.0,70125000.0,73832000.0
Basic Average Shares,63581000.0,66554000.0,69321000.0,73118000.0
Diluted EPS,23.1,16.82,10.23,9.14
Basic EPS,23.42,17.16,10.35,9.23
Diluted NI Availto Com Stockholders,1488796000.0,1142047000.0,717487000.0,674861000.0
Net Income Common Stockholders,1488796000.0,1142047000.0,717487000.0,674861000.0
Otherunder Preferred Stock Dividend,0.0,50000.0,308000.0,748000.0
Net Income,1488796000.0,1142097000.0,717795000.0,675609000.0
Minority Interests,-22386000.0,-21012000.0,-1512000.0,18627000.0
Net Income Including Noncontrolling Interests,1511182000.0,1163109000.0,719307000.0,656982000.0
Net Income Continuous Operations,1511182000.0,1163109000.0,719307000.0,656982000.0
Tax Provision,460959000.0,334827000.0,221119000.0,209278000.0
Pretax Income,1972141000.0,1497936000.0,940426000.0,866260000.0
Other Income Expense,134194000.0,2231000.0,-28281000.0,-10406000.0
Other Non Operating Income Expenses,134194000.0,2231000.0,-28281000.0,-10406000.0
Net Non Operating Interest Income Expense,-156068000.0,-186109000.0,-206674000.0,-126889000.0
Total Other Finance Cost,5000000.0,5021000.0,5035000.0,4903000.0
Interest Expense Non Operating,152257000.0,182513000.0,206674000.0,126889000.0
Interest Income Non Operating,1189000.0,1425000.0,572000.0,378000.0
Operating Income,1994015000.0,1681814000.0,1175381000.0,1003555000.0
Operating Expense,13711805000.0,12558335000.0,11573767000.0,10921476000.0
Other Operating Expenses,4860246000.0,4308384000.0,3757216000.0,3445733000.0
Depreciation Amortization Depletion Income Statement,618743000.0,584831000.0,568041000.0,581861000.0
Depreciation And Amortization In Income Statement,618743000.0,584831000.0,568041000.0,581861000.0
Selling General And Administration,8232816000.0,7665120000.0,7248510000.0,6893882000.0
General And Administrative Expense,8232816000.0,7665120000.0,7248510000.0,6893882000.0
Rent And Landing Fees,148234000.0,146433000.0,141026000.0,131626000.0
Salaries And Wages,8084582000.0,7518687000.0,7107484000.0,6762256000.0
Gross Profit,15705820000.0,14240149000.0,12749148000.0,11925031000.0
Cost Of Revenue,1659009000.0,1587786000.0,1532828000.0,1474339000.0
Total Revenue,17364829000.0,15827935000.0,14281976000.0,13399370000.0
Operating Revenue,17364829000.0,15827935000.0,14281976000.0,13399370000.0
