,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,-16989000.0,19400.650915,-993092.071348,-18989072.512648
Tax Rate For Calcs,0.21,0.194007,0.230952,0.132884
Normalized EBITDA,1121300000.0,3436300000.0,4106800000.0,3014400000.0
Total Unusual Items,-80900000.0,100000.0,-4300000.0,-142900000.0
Total Unusual Items Excluding Goodwill,-80900000.0,100000.0,-4300000.0,-142900000.0
Net Income From Continuing Operation Net Minority Interest,-500000.0,1906900000.0,2237700000.0,1285500000.0
Reconciled Depreciation,750100000.0,879500000.0,998400000.0,1143500000.0
Reconciled Cost Of Revenue,1674500000.0,2364600000.0,2412300000.0,2090300000.0
EBITDA,1040400000.0,3436400000.0,4102500000.0,2871500000.0
EBIT,290300000.0,2556900000.0,3104100000.0,1728000000.0
Net Interest Income,-250000000.0,-190700000.0,-201800000.0,-256500000.0
Interest Expense,251400000.0,191000000.0,194400000.0,245500000.0
Interest Income,9200000.0,7600000.0,2100000.0,500000.0
Normalized Income,63411000.0,1906819400.650915,2241006907.928652,1409410927.487352
Net Income From Continuing And Discontinued Operation,-500000.0,1906900000.0,2237700000.0,1285500000.0
Total Expenses,4026100000.0,5075700000.0,5326700000.0,4941800000.0
Total Operating Income As Reported,296300000.0,2571000000.0,3116000000.0,1849600000.0
Diluted Average Shares,537300000.0,548000000.0,557300000.0,565900000.0
Basic Average Shares,537300000.0,542000000.0,550400000.0,552300000.0
Diluted EPS,-0.01,3.48,4.02,2.27
Basic EPS,-0.01,3.52,4.07,2.33
Diluted NI Availto Com Stockholders,-2700000.0,1906900000.0,2237700000.0,1285500000.0
Net Income Common Stockholders,-2700000.0,1906900000.0,2237700000.0,1285500000.0
Preferred Stock Dividends,2200000.0,,,
Net Income,-500000.0,1906900000.0,2237700000.0,1285500000.0
Net Income Including Noncontrolling Interests,-500000.0,1906900000.0,2237700000.0,1285500000.0
Net Income Continuous Operations,-500000.0,1906900000.0,2237700000.0,1285500000.0
Tax Provision,39400000.0,459000000.0,672000000.0,197000000.0
Pretax Income,38900000.0,2365900000.0,2909700000.0,1482500000.0
Other Income Expense,-86600000.0,-2100000.0,-500000.0,-140100000.0
Other Non Operating Income Expenses,-5700000.0,-2200000.0,3800000.0,2800000.0
Special Income Charges,-80900000.0,100000.0,-4300000.0,-142900000.0
Other Special Charges,4400000.0,-6300000.0,-10300000.0,142900000.0
Restructuring And Mergern Acquisition,76500000.0,6200000.0,14600000.0,17000000.0
Net Non Operating Interest Income Expense,-250000000.0,-190700000.0,-201800000.0,-256500000.0
Total Other Finance Cost,7800000.0,7300000.0,9500000.0,11500000.0
Interest Expense Non Operating,251400000.0,191000000.0,194400000.0,245500000.0
Interest Income Non Operating,9200000.0,7600000.0,2100000.0,500000.0
Operating Income,375500000.0,2558700000.0,3112000000.0,1879100000.0
Operating Expense,2092400000.0,2437000000.0,2585900000.0,2570500000.0
Depreciation Amortization Depletion Income Statement,490900000.0,605400000.0,669900000.0,862500000.0
Depreciation And Amortization In Income Statement,490900000.0,605400000.0,669900000.0,862500000.0
Amortization,490900000.0,605400000.0,669900000.0,862500000.0
Amortization Of Intangibles Income Statement,490900000.0,605400000.0,669900000.0,862500000.0
Research And Development,983800000.0,1097400000.0,1118300000.0,989100000.0
Selling General And Administration,617700000.0,734200000.0,797700000.0,718900000.0
Gross Profit,2467900000.0,4995700000.0,5697900000.0,4449600000.0
Cost Of Revenue,1933700000.0,2638700000.0,2740800000.0,2371300000.0
Total Revenue,4401600000.0,7634400000.0,8438700000.0,6820900000.0
Operating Revenue,4401600000.0,7634400000.0,8438700000.0,6820900000.0
