period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.50405,0.5,0.52,0.11,22,3.5823002
+1q,0.58598,0.53,0.66,0.27,22,1.1703
0y,1.56877,1.55,1.64,1.31,25,0.1975
+1y,2.66061,2.4,3.06383,1.56877,25,0.696
