,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-1584615.384615,-1323000.0,-4662000.0,-5942364.824718,-798000.0
Tax Rate For Calcs,0.330128,0.21,0.21,0.081402,0.21
Normalized EBITDA,324800000.0,265800000.0,233500000.0,159600000.0,211400000.0
Total Unusual Items,-4800000.0,-6300000.0,-22200000.0,-73000000.0,-3800000.0
Total Unusual Items Excluding Goodwill,-4800000.0,-6300000.0,-22200000.0,-73000000.0,-3800000.0
Net Income From Continuing Operation Net Minority Interest,62700000.0,41700000.0,-18600000.0,-154600000.0,-53600000.0
Reconciled Depreciation,171800000.0,172700000.0,171100000.0,187000000.0,186800000.0
Reconciled Cost Of Revenue,414900000.0,437900000.0,435300000.0,405000000.0,400400000.0
EBITDA,320000000.0,259500000.0,211300000.0,86600000.0,207600000.0
EBIT,148200000.0,86800000.0,40200000.0,-100400000.0,20800000.0
Net Interest Income,-54600000.0,-52700000.0,-52500000.0,-66900000.0,-67000000.0
Interest Expense,54600000.0,55000000.0,56000000.0,67900000.0,66900000.0
Interest Income,1300000.0,3600000.0,4900000.0,2700000.0,1700000.0
Normalized Income,65915384.615385,46677000.0,-1062000.0,-87542364.824718,-50598000.0
Net Income From Continuing And Discontinued Operation,62700000.0,41700000.0,-18600000.0,-154600000.0,-53600000.0
Total Expenses,1029500000.0,1045200000.0,1021200000.0,999200000.0,991600000.0
Total Operating Income As Reported,151700000.0,88900000.0,32100000.0,-100300000.0,30900000.0
Diluted Average Shares,545500000.0,545000000.0,539200000.0,538200000.0,537400000.0
Basic Average Shares,540800000.0,540000000.0,539200000.0,538200000.0,537400000.0
Diluted EPS,0.06,0.03,-0.09,-0.29,-0.1
Basic EPS,0.06,0.03,-0.09,-0.29,-0.1
Diluted NI Availto Com Stockholders,34900000.0,13900000.0,-46400000.0,-156800000.0,-53600000.0
Net Income Common Stockholders,34900000.0,13900000.0,-46400000.0,-156800000.0,-53600000.0
Preferred Stock Dividends,27800000.0,27800000.0,27800000.0,,
Net Income,62700000.0,41700000.0,-18600000.0,-154600000.0,-53600000.0
Net Income Including Noncontrolling Interests,62700000.0,41700000.0,-18600000.0,-154600000.0,-53600000.0
Net Income Continuous Operations,62700000.0,41700000.0,-18600000.0,-154600000.0,-53600000.0
Tax Provision,30900000.0,-9900000.0,2800000.0,-13700000.0,7500000.0
Pretax Income,93600000.0,31800000.0,-15800000.0,-168300000.0,-46100000.0
Other Income Expense,-8300000.0,-10700000.0,-17600000.0,-72700000.0,-13500000.0
Other Non Operating Income Expenses,-3500000.0,-4400000.0,4600000.0,300000.0,-9700000.0
Special Income Charges,-4800000.0,-6300000.0,-22200000.0,-73000000.0,-3800000.0
Other Special Charges,4800000.0,6300000.0,22200000.0,-3500000.0,3800000.0
Net Non Operating Interest Income Expense,-54600000.0,-52700000.0,-52500000.0,-66900000.0,-67000000.0
Total Other Finance Cost,1300000.0,1300000.0,1400000.0,1700000.0,1800000.0
Interest Expense Non Operating,54600000.0,55000000.0,56000000.0,67900000.0,66900000.0
Interest Income Non Operating,1300000.0,3600000.0,4900000.0,2700000.0,1700000.0
Operating Income,156500000.0,95200000.0,54300000.0,-28700000.0,34400000.0
Operating Expense,550400000.0,542700000.0,522400000.0,529800000.0,527000000.0
Depreciation Amortization Depletion Income Statement,107600000.0,108100000.0,107600000.0,122600000.0,122600000.0
Depreciation And Amortization In Income Statement,107600000.0,108100000.0,107600000.0,122600000.0,122600000.0
Amortization,107600000.0,108100000.0,107600000.0,122600000.0,122600000.0
Amortization Of Intangibles Income Statement,107600000.0,108100000.0,107600000.0,122600000.0,122600000.0
Research And Development,274300000.0,262300000.0,255500000.0,255200000.0,246200000.0
Selling General And Administration,168500000.0,172300000.0,159300000.0,152000000.0,158200000.0
Gross Profit,706900000.0,637900000.0,576700000.0,501100000.0,561400000.0
Cost Of Revenue,479100000.0,502500000.0,498800000.0,469400000.0,464600000.0
Total Revenue,1186000000.0,1140400000.0,1075500000.0,970500000.0,1026000000.0
Operating Revenue,1186000000.0,1140400000.0,1075500000.0,970500000.0,1026000000.0
