period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1687052000,1624000000,1728900000,4,1396000000,0.2085
+1q,1690831330,1598900000,1753000000,3,1480000000,0.1425
0y,6890510500,6622800000,7027842000,4,6156000000,0.1193
+1y,7468030500,7104100000,7814422000,4,6890510500,0.0838
