period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2847101530,2418000000,2983858000,9,2620900000,0.0863
+1q,3181582860,2838000000,3360101400,8,3005700000,0.0585
0y,12985204620,11077000000,14936301950,18,12052400000,0.0774
+1y,12806103240,10928000000,14702000000,18,12985204620,-0.0138
