Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-04-01,2026-03-13,"[datetime.date(2026, 5, 7)]",1.83,-0.1,1.14097,1504652960,1041000000,1262539340
