address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,displayName,trailingPegRatio
2025 Hamilton Avenue,San Jose,CA,95125,United States,408 376 9659,https://www.ebayinc.com,Internet Retail,internet-retail,Internet Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"eBay Inc., together with its subsidiaries, operates marketplace platforms that connect buyers and sellers in the United States, the United Kingdom, China, Germany, and internationally. Its marketplace platform includes its online marketplace at ebay.com, off-platform businesses, and the eBay suite of mobile apps. The company's platforms enable users to list, sell, buy, and pay various products. The company was founded in 1995 and is headquartered in San Jose, California.",12300,"[{'maxAge': 1, 'name': 'Mr. Jamie J. Iannone', 'age': 52, 'title': 'CEO, President & Director', 'yearBorn': 1973, 'fiscalYear': 2024, 'totalPay': 4034415, 'exercisedValue': 0, 'unexercisedValue': 2506649}, {'maxAge': 1, 'name': 'Ms. Samantha  Wellington', 'age': 47, 'title': 'Senior VP, Chief Legal Officer, General Counsel & Secretary', 'yearBorn': 1978, 'fiscalYear': 2024, 'totalPay': 2643788, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Julie A. Loeger', 'age': 61, 'title': 'Senior VP & Chief Growth Officer', 'yearBorn': 1964, 'fiscalYear': 2024, 'totalPay': 1474738, 'exercisedValue': 0, 'unexercisedValue': 733543}, {'maxAge': 1, 'name': 'Mr. Pierre M. Omidyar', 'age': 58, 'title': 'Founder & Director Emeritus', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 28927, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Peggy M. Alford CPA', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Rebecca  Spencer', 'age': 47, 'title': 'VP, Chief Accounting Officer & Principal Accounting Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mazen  Al-Rawashdeh', 'age': 58, 'title': 'Senior VP & CTO', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. John Peter Egbert III', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Gigi Ganatra Duff', 'title': 'Chief Communications Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Cornelius  Boone', 'age': 44, 'title': 'Senior VP & Chief People Officer', 'yearBorn': 1981, 'fiscalYear': 2024, 'totalPay': 1924472, 'exercisedValue': 0, 'unexercisedValue': 0}]",6,1,9,3,4,1775001600,1735603200,[],86400,2,97.705,97.36,96.5061,98.04,97.705,97.36,96.5061,98.04,1.24,1.32,1772755200,0.2723,1.67,1.33,22.868544,14.6074705,1027396,1027396,5321606,4688770,4688770,92.15,103.31,1,1,44033839104,43771840000,58.71,101.15,101.15,0.442796,3.9670124,89.5134,87.84445,1.16,0.011872472,USD,False,46437720064,0.18297,446042240,448000000,12927484,12530611,1770940800,1773360000,0.028900001,0.0031400002,0.95286006,2.16,0.0335,452000000,10.278,9.4784975,1767139200,1798675200,1767139200,-0.222,1996000000,4.26,6.66919,2376:1000,1437350400,4.184,17.11,0.64163303,0.32693863,0.31,1772755200,EQUITY,97.42,122.0,60.0,99.1,99.0,2.64706,hold,30,2919000064,6.516,2713999872,7182000128,0.976,1.097,11100000256,155.623,24.183,0.077989995,0.40847,7930999808,741124992,1959000064,-0.184,0.15,0.71449995,0.24450001,0.16223,USD,EBAY,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,REGULAR,15,0,2.6 - Hold,False,-0.28500366,96.5061 - 98.04,NasdaqGS,5321606,38.71,0.6593425,58.71 - 101.15,-3.7300034,-0.03687596,64.1633,1773964800,1771448400,1777492800,1777492800,1771452000,1771452000,True,4.26,6.66919,6.02592,16.166826,7.906601,0.08832869,9.575546,0.109005705,NMS,finmb_27862,America/New_York,EDT,-14400000,us_market,False,-0.29169813,97.42,eBay Inc.,eBay Inc.,[],1775578877,True,906643800000,eBay,2.2455
