period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.57561,1.53,1.62,1.38,26,0.1417
+1q,1.4948,1.37,1.63,1.37,23,0.0911
0y,6.02592,5.61,6.34,5.52,29,0.0917
+1y,6.66887,6.26,7.06,6.02592,31,0.1067
