,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1286,57613332,5612690697,0.0082
1,2025-12-31,Blackrock Inc.,0.095699996,42862477,4175662430,0.006
2,2025-12-31,State Street Corporation,0.051,22858857,2226909807,-0.0101
3,2025-12-31,"Ameriprise Financial, Inc.",0.027999999,12565993,1224179015,0.048899997
4,2025-12-31,"Geode Capital Management, LLC",0.0278,12440582,1211961475,0.0023999999
5,2025-12-31,"Comprehensive Financial Management, LLC",0.0224,10034000,977512261,0.0
6,2025-12-31,Invesco Ltd.,0.0201,9020923,878818302,0.0832
7,2025-12-31,"Independent Franchise Partners, LLP",0.0173,7748177,754827389,0.052199997
8,2025-12-31,Morgan Stanley,0.0172,7723032,752377763,-0.0779
9,2025-12-31,Nordea Investment Management AB,0.015700001,7015881,683487114,-0.1248
