,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,1482878.196792,-6910008.779631,458075000.0,-772956000.0
Tax Rate For Calcs,0.134807,0.130378,0.251,0.204
Normalized EBITDA,2949000000.0,2914000000.0,2548000000.0,2865000000.0
Total Unusual Items,11000000.0,-53000000.0,1825000000.0,-3789000000.0
Total Unusual Items Excluding Goodwill,11000000.0,-53000000.0,1825000000.0,-3789000000.0
Net Income From Continuing Operation Net Minority Interest,1996000000.0,1981000000.0,2775000000.0,-1274000000.0
Reconciled Depreciation,407000000.0,324000000.0,403000000.0,442000000.0
Reconciled Cost Of Revenue,2786000000.0,2576000000.0,2451000000.0,2242000000.0
EBITDA,2960000000.0,2861000000.0,4373000000.0,-924000000.0
EBIT,2553000000.0,2537000000.0,3970000000.0,-1366000000.0
Net Interest Income,19000000.0,13000000.0,-59000000.0,-162000000.0
Interest Expense,246000000.0,259000000.0,263000000.0,235000000.0
Interest Income,265000000.0,272000000.0,204000000.0,73000000.0
Normalized Income,1986482878.196792,2027089991.220369,1408075000.0,1742044000.0
Net Income From Continuing And Discontinued Operation,2031000000.0,1975000000.0,2767000000.0,-1269000000.0
Total Expenses,8823000000.0,7965000000.0,8171000000.0,7445000000.0
Total Operating Income As Reported,2277000000.0,2318000000.0,1941000000.0,2350000000.0
Diluted Average Shares,468000000.0,501000000.0,533000000.0,558000000.0
Basic Average Shares,459000000.0,496000000.0,530000000.0,558000000.0
Diluted EPS,4.34,3.94,5.19,-2.27
Basic EPS,4.43,3.99,5.22,-2.27
Diluted NI Availto Com Stockholders,2031000000.0,1975000000.0,2767000000.0,-1269000000.0
Net Income Common Stockholders,2031000000.0,1975000000.0,2767000000.0,-1269000000.0
Net Income,2031000000.0,1975000000.0,2767000000.0,-1269000000.0
Net Income Including Noncontrolling Interests,2031000000.0,1975000000.0,2767000000.0,-1269000000.0
Net Income Discontinuous Operations,35000000.0,-6000000.0,-8000000.0,5000000.0
Net Income Continuous Operations,1996000000.0,1981000000.0,2775000000.0,-1274000000.0
Tax Provision,311000000.0,297000000.0,932000000.0,-327000000.0
Pretax Income,2307000000.0,2278000000.0,3707000000.0,-1601000000.0
Other Income Expense,11000000.0,-53000000.0,1825000000.0,-3789000000.0
Gain On Sale Of Security,11000000.0,-53000000.0,1825000000.0,-3789000000.0
Net Non Operating Interest Income Expense,19000000.0,13000000.0,-59000000.0,-162000000.0
Interest Expense Non Operating,246000000.0,259000000.0,263000000.0,235000000.0
Interest Income Non Operating,265000000.0,272000000.0,204000000.0,73000000.0
Operating Income,2277000000.0,2318000000.0,1941000000.0,2350000000.0
Operating Expense,5654000000.0,5085000000.0,5338000000.0,4765000000.0
Other Operating Expenses,396000000.0,353000000.0,360000000.0,332000000.0
Depreciation Amortization Depletion Income Statement,24000000.0,20000000.0,21000000.0,4000000.0
Depreciation And Amortization In Income Statement,24000000.0,20000000.0,21000000.0,4000000.0
Amortization,24000000.0,20000000.0,21000000.0,4000000.0
Amortization Of Intangibles Income Statement,24000000.0,20000000.0,21000000.0,4000000.0
Research And Development,1642000000.0,1479000000.0,1544000000.0,1330000000.0
Selling General And Administration,3592000000.0,3233000000.0,3413000000.0,3099000000.0
Selling And Marketing Expense,2394000000.0,2319000000.0,2217000000.0,2136000000.0
General And Administrative Expense,1198000000.0,914000000.0,1196000000.0,963000000.0
Other Gand A,1198000000.0,914000000.0,1196000000.0,963000000.0
Gross Profit,7931000000.0,7403000000.0,7279000000.0,7115000000.0
Cost Of Revenue,3169000000.0,2880000000.0,2833000000.0,2680000000.0
Total Revenue,11100000000.0,10283000000.0,10112000000.0,9795000000.0
Operating Revenue,11100000000.0,10283000000.0,10112000000.0,9795000000.0
