period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.8417,2.68,2.91,2.7,14,0.0525
+1q,3.10274,2.97,3.24,3.15,12,-0.015
0y,12.37775,11.97,12.59,11.98,16,0.0332
+1y,13.60017,13.07,13.98,12.37775,17,0.0988
