Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-09 00:00:00-04:00,251.25,254.67999267578125,247.64999389648438,253.61000061035156,2863900,0.0,0.0
2026-03-10 00:00:00-04:00,252.57000732421875,254.52000427246094,249.92999267578125,250.2100067138672,2320000,0.0,0.0
2026-03-11 00:00:00-04:00,250.2100067138672,251.30999755859375,246.5500030517578,251.11000061035156,2228300,0.0,0.0
2026-03-12 00:00:00-04:00,248.25999450683594,248.80999755859375,243.25,244.10000610351562,3028500,0.0,0.0
2026-03-13 00:00:00-04:00,245.66000366210938,246.14999389648438,240.58999633789062,242.44000244140625,2785400,0.0,0.0
2026-03-16 00:00:00-04:00,245.1699981689453,245.6199951171875,241.92999267578125,242.2100067138672,2218000,0.0,0.0
2026-03-17 00:00:00-04:00,245.2100067138672,245.75,240.2899932861328,242.32000732421875,2465600,0.0,0.0
2026-03-18 00:00:00-04:00,241.5800018310547,242.42999267578125,236.0399932861328,236.57000732421875,2974200,0.0,0.0
2026-03-19 00:00:00-04:00,236.22000122070312,236.3300018310547,231.72000122070312,234.17999267578125,3514400,0.0,0.0
2026-03-20 00:00:00-04:00,234.39999389648438,236.1300048828125,233.0399932861328,234.9199981689453,5047600,0.0,0.0
2026-03-23 00:00:00-04:00,239.27000427246094,240.97000122070312,237.60000610351562,238.3699951171875,2434100,0.0,0.0
2026-03-24 00:00:00-04:00,237.0399932861328,241.74000549316406,235.49000549316406,239.6699981689453,2481600,0.0,0.0
2026-03-25 00:00:00-04:00,241.5399932861328,242.41000366210938,238.5800018310547,241.3300018310547,2800600,0.0,0.0
2026-03-26 00:00:00-04:00,239.35000610351562,241.58999633789062,238.27999877929688,239.19000244140625,2225700,0.0,0.0
2026-03-27 00:00:00-04:00,238.6199951171875,241.16000366210938,238.3000030517578,238.7899932861328,2675000,0.0,0.0
2026-03-30 00:00:00-04:00,241.64999389648438,242.4499969482422,238.86000061035156,239.22999572753906,2770500,0.0,0.0
2026-03-31 00:00:00-04:00,240.7899932861328,243.72999572753906,238.1300048828125,242.6199951171875,4177200,0.0,0.0
2026-04-01 00:00:00-04:00,243.1300048828125,246.1300048828125,242.0,243.1199951171875,2444500,0.0,0.0
2026-04-02 00:00:00-04:00,240.47999572753906,244.8300018310547,240.0,244.7100067138672,2327900,0.0,0.0
2026-04-06 00:00:00-04:00,243.42999267578125,245.8800048828125,242.60000610351562,245.5399932861328,1450900,0.0,0.0
2026-04-07 00:00:00-04:00,244.92999267578125,246.74989318847656,243.3300018310547,245.83999633789062,716559,0.0,0.0
