,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.221252,0.232772,0.225,0.229,
Normalized EBITDA,12940000000.0,12461000000.0,11891000000.0,12589000000.0,
Total Unusual Items,,263000000.0,414000000.0,381000000.0,36000000.0
Total Unusual Items Excluding Goodwill,,263000000.0,414000000.0,381000000.0,36000000.0
Net Income From Continuing Operation Net Minority Interest,7138000000.0,6747000000.0,6379000000.0,6998000000.0,
Reconciled Depreciation,2465000000.0,2398000000.0,2318000000.0,2246000000.0,
Reconciled Cost Of Revenue,13290000000.0,13211000000.0,13590000000.0,13670000000.0,
EBITDA,12940000000.0,12461000000.0,11891000000.0,12589000000.0,
EBIT,10475000000.0,10063000000.0,9573000000.0,10343000000.0,
Net Interest Income,-1253000000.0,-1193000000.0,-1288000000.0,-1248000000.0,
Interest Expense,1309000000.0,1269000000.0,1340000000.0,1271000000.0,
Interest Income,56000000.0,76000000.0,52000000.0,23000000.0,
Normalized Income,7138000000.0,6747000000.0,6379000000.0,6998000000.0,
Net Income From Continuing And Discontinued Operation,7138000000.0,6747000000.0,6379000000.0,6998000000.0,
Total Expenses,14664000000.0,14537000000.0,15037000000.0,14958000000.0,
Rent Expense Supplemental,912000000.0,920000000.0,947000000.0,898000000.0,
Total Operating Income As Reported,9846000000.0,9713000000.0,9082000000.0,9917000000.0,
Diluted Average Shares,595900000.0,608600000.0,610200000.0,624000000.0,
Basic Average Shares,595000000.0,607600000.0,609200000.0,622700000.0,
Diluted EPS,11.98,11.09,10.45,11.21,
Basic EPS,12.0,11.1,10.47,11.24,
Diluted NI Availto Com Stockholders,7138000000.0,6747000000.0,6379000000.0,6998000000.0,
Net Income Common Stockholders,7138000000.0,6747000000.0,6379000000.0,6998000000.0,
Net Income,7138000000.0,6747000000.0,6379000000.0,6998000000.0,
Net Income Including Noncontrolling Interests,7138000000.0,6747000000.0,6379000000.0,6998000000.0,
Net Income Continuous Operations,7138000000.0,6747000000.0,6379000000.0,6998000000.0,
Tax Provision,2028000000.0,2047000000.0,1854000000.0,2074000000.0,
Pretax Income,9166000000.0,8794000000.0,8233000000.0,9072000000.0,
Other Income Expense,573000000.0,274000000.0,439000000.0,403000000.0,
Other Non Operating Income Expenses,573000000.0,274000000.0,439000000.0,403000000.0,
Special Income Charges,,,,,98000000.0
Gain On Sale Of Ppe,,,,,98000000.0
Gain On Sale Of Security,,263000000.0,414000000.0,381000000.0,36000000.0
Net Non Operating Interest Income Expense,-1253000000.0,-1193000000.0,-1288000000.0,-1248000000.0,
Interest Expense Non Operating,1309000000.0,1269000000.0,1340000000.0,1271000000.0,
Interest Income Non Operating,56000000.0,76000000.0,52000000.0,23000000.0,
Operating Income,9846000000.0,9713000000.0,9082000000.0,9917000000.0,
Operating Expense,1374000000.0,1326000000.0,1447000000.0,1288000000.0,
Other Operating Expenses,1374000000.0,1326000000.0,1447000000.0,1288000000.0,
Gross Profit,11220000000.0,11039000000.0,10529000000.0,11205000000.0,
Cost Of Revenue,13290000000.0,13211000000.0,13590000000.0,13670000000.0,
Total Revenue,24510000000.0,24250000000.0,24119000000.0,24875000000.0,
Operating Revenue,23220000000.0,22811000000.0,22571000000.0,23159000000.0,
