period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.08566,3.7,5.3,3.46,30,0.1808
+1q,4.25405,3.74,5.54,3.65,30,0.16549999
0y,17.19787,16.47,19.71,13.64,32,0.2608
+1y,19.00412,16.61,24.31,17.19787,37,0.105
