period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,81364996490,80683000000,82234492290,40,70066000000,0.16129999
+1q,87632461950,84857000000,89542000000,39,76441000000,0.1464
0y,327829879490,320447000000,331512052020,49,281724000000,0.16370001
+1y,378320131880,356510000000,397525255600,53,327829879490,0.154
