period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1837563270,1796000000,1881000000,20,1801000000,0.020299999
+1q,2072533740,2028000000,2117000000,20,2051000000,0.0105
0y,7695289040,7586720000,7774000000,21,7562000000,0.0176
+1y,7958055230,7691443600,8086000000,19,7695289040,0.0341
