period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.88375,0.79703,0.915,0.87,22,0.015800001
+1q,1.30556,1.22,1.37,1.3,22,0.0043
0y,4.19258,4.05,4.31,3.96,24,0.0587
+1y,4.62589,4.37,4.76,4.19258,21,0.1034
