address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,marketState,regularMarketChangePercent,regularMarketPrice,shortName,longName,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,displayName,trailingPegRatio
300 East Rio Salado Parkway,Tempe,AZ,85281,United States,602 922 9866,https://www.carvana.com,Auto & Truck Dealerships,auto-truck-dealerships,Auto & Truck Dealerships,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Carvana Co., together with its subsidiaries, operates an e-commerce platform for buying and selling used cars. It provides vehicle acquisition, inspection and reconditioning, online search and shopping experience, financing, complementary products, logistics network and distinctive fulfillment experience, and post-sale customer support services. The company also operates auction sites. Carvana Co. was founded in 2012 and is based in Tempe, Arizona.",23100,"[{'maxAge': 1, 'name': 'Mr. Ernest C. Garcia III', 'age': 42, 'title': 'Co-Founder, President, CEO & Chairman', 'yearBorn': 1983, 'fiscalYear': 2016, 'totalPay': 963434, 'exercisedValue': 0, 'unexercisedValue': 214591280}, {'maxAge': 1, 'name': 'Mr. Benjamin  Huston J.D.', 'age': 42, 'title': 'Co-Founder & COO', 'yearBorn': 1983, 'fiscalYear': 2016, 'totalPay': 974178, 'exercisedValue': 77559488, 'unexercisedValue': 121007368}, {'maxAge': 1, 'name': 'Mr. Mark  Jenkins Ph.D.', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1979, 'fiscalYear': 2016, 'totalPay': 976082, 'exercisedValue': 60865904, 'unexercisedValue': 9082476}, {'maxAge': 1, 'name': 'Mr. Daniel  Gill', 'age': 42, 'title': 'Chief Product Officer', 'yearBorn': 1983, 'fiscalYear': 2016, 'totalPay': 876837, 'exercisedValue': 148210128, 'unexercisedValue': 12514913}, {'maxAge': 1, 'name': 'Mr. Thomas  Taira', 'age': 54, 'title': 'President of Special Projects', 'yearBorn': 1971, 'fiscalYear': 2016, 'totalPay': 845894, 'exercisedValue': 25899656, 'unexercisedValue': 46128284}, {'maxAge': 1, 'name': 'Mr. Ryan S. Keeton', 'age': 47, 'title': 'Co-Founder & Chief Brand Officer', 'yearBorn': 1978, 'fiscalYear': 2016, 'totalPay': 544522, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stephen R. Palmer', 'age': 47, 'title': 'Vice President of Accounting & Finance', 'yearBorn': 1978, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael  McKeever', 'title': 'Head of Capital Markets, Investor Relations and Treasury', 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Paul  Breaux J.D.', 'age': 41, 'title': 'VP, General Counsel, Secretary & Chief Compliance Officer', 'yearBorn': 1984, 'fiscalYear': 2016, 'totalPay': 594424, 'exercisedValue': 8176505, 'unexercisedValue': 31668696}, {'maxAge': 1, 'name': 'Ms. Christina  Keiser', 'title': 'Executive Vice President of Strategy', 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}]",10,10,9,10,10,1775001600,1483142400,[],86400,2,316.85,311.02,304.099,315.12,316.85,311.02,304.099,315.12,0.0,3.614,36.940166,29.090055,732634,732634,3868610,2960120,2960120,314.08,313.99,120,40,68729446400,44887174026,171.78,486.89,486.89,3.55,3.3820217,345.5176,364.00797,0.0,0.0,USD,False,48350318592,0.06924,140029919,116947000,13119219,15165730,1770940800,1773360000,0.4587,0.021470001,1.04749,3.07,0.6186,220445669,24.193,12.8869915,1767139200,1798675200,1767139200,9.848,1407000064,8.44,10.71758,2.379,22.395,0.79701674,0.32693863,EQUITY,311.775,519.0,300.0,425.0909,435.0,1.96,buy,22,2812999936,19.708,2159000064,5594999808,2.016,4.311,20322000896,133.119,147.652,0.1086,0.67946,4192000000,249875008,1036000000,9.467,0.58,0.20628001,0.10624,0.07567,USD,CVNA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,True,1493386200000,-5.075012,304.099 - 315.12,NYSE,3868610,139.995,0.8149668,171.78 - 486.89,-175.11502,-0.35966033,79.701675,1777492800,1777492800,1777492800,1777498200,1777498200,False,8.44,10.71758,7.37366,REGULAR,-1.601708,311.775,Carvana Co.,Carvana Co.,42.282257,-33.742615,-0.097658165,-52.23297,-0.14349404,15,0,2.0 - Buy,False,[],1775578683,NYQ,finmb_424080297,America/New_York,EDT,-14400000,us_market,False,Carvana,
