period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.47191,0.85,2.58,1.51,15,-0.0252
+1q,1.88281,0.8,3.086,1.28,15,0.4709
0y,7.13594,4.23,11.809,8.45,19,-0.1555
+1y,9.73572,7.37,12.3,7.13594,17,0.3643
