,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,889000000.0,827000000.0,716000000.0,-1836000000.0,
Repayment Of Debt,-4846000000.0,-4274000000.0,-8078000000.0,-13666000000.0,
Issuance Of Debt,4193000000.0,3287000000.0,6841000000.0,16417000000.0,
Issuance Of Capital Stock,536000000.0,1264000000.0,453000000.0,1227000000.0,
Capital Expenditure,-147000000.0,-91000000.0,-87000000.0,-512000000.0,
Interest Paid Supplemental Data,336000000.0,115000000.0,538000000.0,423000000.0,
Income Tax Paid Supplemental Data,,5000000.0,28000000.0,3000000.0,2000000.0
End Cash Position,2429000000.0,1760000000.0,594000000.0,628000000.0,
Beginning Cash Position,1760000000.0,594000000.0,628000000.0,636000000.0,
Changes In Cash,669000000.0,1166000000.0,-34000000.0,-8000000.0,
Financing Cash Flow,-137000000.0,261000000.0,-868000000.0,3899000000.0,
Cash Flow From Continuing Financing Activities,-137000000.0,261000000.0,-868000000.0,3899000000.0,
Net Other Financing Charges,-68000000.0,-23000000.0,-84000000.0,-83000000.0,
Proceeds From Stock Option Exercised,48000000.0,7000000.0,0.0,4000000.0,
Net Common Stock Issuance,536000000.0,1264000000.0,453000000.0,1227000000.0,
Common Stock Issuance,536000000.0,1264000000.0,453000000.0,1227000000.0,
Net Issuance Payments Of Debt,-653000000.0,-987000000.0,-1237000000.0,2751000000.0,
Net Short Term Debt Issuance,-8000000.0,-601000000.0,-866000000.0,-519000000.0,
Short Term Debt Payments,-4026000000.0,-3697000000.0,-7575000000.0,-13501000000.0,
Short Term Debt Issuance,4018000000.0,3096000000.0,6709000000.0,12982000000.0,
Net Long Term Debt Issuance,-645000000.0,-386000000.0,-371000000.0,3270000000.0,
Long Term Debt Payments,-820000000.0,-577000000.0,-503000000.0,-165000000.0,
Long Term Debt Issuance,175000000.0,191000000.0,132000000.0,3435000000.0,
Investing Cash Flow,-230000000.0,-13000000.0,31000000.0,-2583000000.0,
Cash Flow From Continuing Investing Activities,-230000000.0,-13000000.0,31000000.0,-2583000000.0,
Net Other Investing Changes,75000000.0,67000000.0,53000000.0,81000000.0,
Net Investment Purchase And Sale,,,0.0,0.0,-126000000.0
Purchase Of Investment,,,0.0,0.0,-126000000.0
Net Business Purchase And Sale,-160000000.0,0.0,-7000000.0,-2196000000.0,
Purchase Of Business,-160000000.0,0.0,-7000000.0,-2196000000.0,
Net PPE Purchase And Sale,-145000000.0,-80000000.0,-15000000.0,-468000000.0,
Sale Of PPE,2000000.0,11000000.0,72000000.0,44000000.0,
Purchase Of PPE,-147000000.0,-91000000.0,-87000000.0,-512000000.0,
Operating Cash Flow,1036000000.0,918000000.0,803000000.0,-1324000000.0,
Cash Flow From Continuing Operating Activities,1036000000.0,918000000.0,803000000.0,-1324000000.0,
Change In Working Capital,-480000000.0,-246000000.0,554000000.0,1393000000.0,
Change In Other Current Liabilities,-23000000.0,-31000000.0,-93000000.0,2000000.0,
Change In Other Current Assets,-7000000.0,27000000.0,124000000.0,-62000000.0,
Change In Payables And Accrued Expense,235000000.0,260000000.0,-166000000.0,-46000000.0,
Change In Inventory,-734000000.0,-455000000.0,711000000.0,1354000000.0,
Change In Receivables,49000000.0,-47000000.0,-22000000.0,145000000.0,
Changes In Account Receivables,49000000.0,-47000000.0,-22000000.0,145000000.0,
Other Non Cash Items,1936000000.0,426000000.0,513000000.0,-1117000000.0,
Stock Based Compensation,96000000.0,91000000.0,73000000.0,69000000.0,
Unrealized Gain Loss On Investment Securities,,,,-6000000.0,-7000000.0
Provisionand Write Offof Assets,15000000.0,27000000.0,38000000.0,23000000.0,
Asset Impairment Charge,,0.0,0.0,847000000.0,0.0
Deferred Tax,-2784000000.0,2000000.0,-4000000.0,,
Deferred Income Tax,-2784000000.0,2000000.0,-4000000.0,,
Depreciation Amortization Depletion,275000000.0,305000000.0,352000000.0,261000000.0,
Depreciation And Amortization,275000000.0,305000000.0,352000000.0,261000000.0,
Operating Gains Losses,83000000.0,-91000000.0,-873000000.0,94000000.0,
Gain Loss On Investment Securities,64000000.0,-115000000.0,-3000000.0,80000000.0,
Gain Loss On Sale Of PPE,3000000.0,12000000.0,8000000.0,14000000.0,
Net Income From Continuing Operations,1895000000.0,404000000.0,150000000.0,-2894000000.0,
