,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,-2940000.0,0.0,-10000.0,-1260000.0,
Tax Rate For Calcs,0.21,0.21,0.0,0.005,0.21,
Normalized EBITDA,-1665000000.0,463000000.0,519000000.0,589000000.0,384000000.0,
Total Unusual Items,0.0,-14000000.0,0.0,-2000000.0,-6000000.0,
Total Unusual Items Excluding Goodwill,0.0,-14000000.0,0.0,-2000000.0,-6000000.0,
Net Income From Continuing Operation Net Minority Interest,857000000.0,151000000.0,183000000.0,216000000.0,79000000.0,
Reconciled Depreciation,69000000.0,65000000.0,68000000.0,73000000.0,74000000.0,
Reconciled Cost Of Revenue,4552000000.0,4499000000.0,3776000000.0,3303000000.0,2784000000.0,
EBITDA,-1665000000.0,449000000.0,519000000.0,587000000.0,378000000.0,
EBIT,-1734000000.0,384000000.0,451000000.0,514000000.0,304000000.0,
Net Interest Income,-98000000.0,-125000000.0,-143000000.0,-139000000.0,-148000000.0,
Interest Expense,98000000.0,125000000.0,143000000.0,139000000.0,148000000.0,
Normalized Income,857000000.0,162060000.0,183000000.0,217990000.0,83740000.0,
Net Income From Continuing And Discontinued Operation,857000000.0,151000000.0,183000000.0,216000000.0,79000000.0,
Total Expenses,5179000000.0,5095000000.0,4329000000.0,3838000000.0,3287000000.0,
Rent Expense Supplemental,19000000.0,17000000.0,16000000.0,16000000.0,16000000.0,
Total Operating Income As Reported,424000000.0,552000000.0,511000000.0,394000000.0,260000000.0,
Diluted Average Shares,225522000.0,146274000.0,143230000.0,142587000.0,139859000.0,
Basic Average Shares,141749000.0,139213000.0,135414000.0,134058000.0,130164000.0,
Diluted EPS,4.22,1.03,1.28,1.51,0.56,
Basic EPS,6.05,1.08,1.35,1.61,0.61,
Diluted NI Availto Com Stockholders,1345000000.0,151000000.0,183000000.0,216000000.0,79000000.0,
Net Income Common Stockholders,857000000.0,151000000.0,183000000.0,216000000.0,79000000.0,
Net Income,857000000.0,151000000.0,183000000.0,216000000.0,79000000.0,
Minority Interests,-94000000.0,-112000000.0,-125000000.0,-157000000.0,-80000000.0,
Net Income Including Noncontrolling Interests,951000000.0,263000000.0,308000000.0,373000000.0,159000000.0,
Net Income Continuous Operations,951000000.0,263000000.0,308000000.0,373000000.0,159000000.0,
Tax Provision,-2783000000.0,-4000000.0,0.0,2000000.0,-3000000.0,
Pretax Income,-1832000000.0,259000000.0,308000000.0,375000000.0,156000000.0,
Other Income Expense,-2158000000.0,-168000000.0,-60000000.0,120000000.0,44000000.0,
Other Non Operating Income Expenses,-2158000000.0,-154000000.0,-60000000.0,122000000.0,50000000.0,
Special Income Charges,0.0,-14000000.0,0.0,-2000000.0,-6000000.0,
Other Special Charges,0.0,14000000.0,,2000000.0,6000000.0,4000000.0
Net Non Operating Interest Income Expense,-98000000.0,-125000000.0,-143000000.0,-139000000.0,-148000000.0,
Interest Expense Non Operating,98000000.0,125000000.0,143000000.0,139000000.0,148000000.0,
Operating Income,424000000.0,552000000.0,511000000.0,394000000.0,260000000.0,
Operating Expense,627000000.0,596000000.0,553000000.0,535000000.0,503000000.0,
Other Operating Expenses,0.0,1000000.0,2000000.0,,9000000.0,1000000.0
Selling General And Administration,627000000.0,595000000.0,551000000.0,535000000.0,494000000.0,
Selling And Marketing Expense,105000000.0,102000000.0,84000000.0,72000000.0,64000000.0,
General And Administrative Expense,522000000.0,493000000.0,467000000.0,463000000.0,430000000.0,
Other Gand A,282000000.0,267000000.0,250000000.0,248000000.0,230000000.0,
Rent And Landing Fees,19000000.0,17000000.0,16000000.0,16000000.0,16000000.0,
Salaries And Wages,221000000.0,209000000.0,201000000.0,199000000.0,184000000.0,
Gross Profit,1051000000.0,1148000000.0,1064000000.0,929000000.0,763000000.0,
Cost Of Revenue,4552000000.0,4499000000.0,3776000000.0,3303000000.0,2784000000.0,
Total Revenue,5603000000.0,5647000000.0,4840000000.0,4232000000.0,3547000000.0,
Operating Revenue,5144000000.0,5173000000.0,4429000000.0,3843000000.0,3230000000.0,
