period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,177072490750,172876000000,179890000000,47,155667000000,0.1375
+1q,188555359290,183014000000,198161000000,44,167702000000,0.1243
0y,807677349850,788353000000,890000000000,59,716924000000,0.1266
+1y,901546234240,839797000000,955406000000,59,807677349850,0.1162
