period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.64714,1.38,2.75216,1.59,45,0.0359
+1q,1.78988,1.5,2.18068,1.68,43,0.0654
0y,7.77216,6.47,9.64931,7.17,60,0.084
+1y,9.47196,7.68,14.21048,7.77216,55,0.2187
