,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-12954000.0,-41669291.338583,4680432.645034,-2065827.68635,
Tax Rate For Calcs,0.254,0.220472,0.234022,0.187803,
Normalized EBITDA,2516000000.0,2652000000.0,3998000000.0,2888000000.0,
Total Unusual Items,-51000000.0,-189000000.0,20000000.0,-11000000.0,
Total Unusual Items Excluding Goodwill,-51000000.0,-189000000.0,20000000.0,-11000000.0,
Net Income From Continuing Operation Net Minority Interest,819000000.0,1137000000.0,2243000000.0,1610000000.0,
Reconciled Depreciation,703000000.0,468000000.0,451000000.0,408000000.0,
Reconciled Cost Of Revenue,66920000000.0,49715000000.0,54695000000.0,63550000000.0,
EBITDA,2465000000.0,2463000000.0,4018000000.0,2877000000.0,
EBIT,1762000000.0,1995000000.0,3567000000.0,2469000000.0,
Net Interest Income,-426000000.0,-308000000.0,-368000000.0,-332000000.0,
Interest Expense,628000000.0,471000000.0,516000000.0,403000000.0,
Interest Income,202000000.0,163000000.0,148000000.0,71000000.0,
Normalized Income,857046000.0,1284330708.661417,2227680432.645034,1618934172.31365,
Net Income From Continuing And Discontinued Operation,816000000.0,1137000000.0,2243000000.0,1610000000.0,
Total Expenses,69033000000.0,51491000000.0,56410000000.0,64919000000.0,
Diluted Average Shares,166466940.0,142000000.0,150787917.0,153000000.0,
Basic Average Shares,165042767.0,133964235.0,148804387.0,149907932.0,
Diluted EPS,4.91,7.99,14.87,10.51,
Basic EPS,4.95,8.48734,15.07,10.739925,
Diluted NI Availto Com Stockholders,816000000.0,1137000000.0,2243000000.0,1610000000.0,
Net Income Common Stockholders,816000000.0,1137000000.0,2243000000.0,1610000000.0,
Otherunder Preferred Stock Dividend,,,,0.0,0.0
Preferred Stock Dividends,,,,,34000000.0
Net Income,816000000.0,1137000000.0,2243000000.0,1610000000.0,
Minority Interests,-27000000.0,-51000000.0,-94000000.0,-68000000.0,
Net Income Including Noncontrolling Interests,843000000.0,1188000000.0,2337000000.0,1678000000.0,
Net Income Discontinuous Operations,-3000000.0,0.0,0.0,,
Net Income Continuous Operations,846000000.0,1188000000.0,2337000000.0,1678000000.0,
Tax Provision,288000000.0,336000000.0,714000000.0,388000000.0,
Pretax Income,1134000000.0,1524000000.0,3051000000.0,2066000000.0,
Other Income Expense,264000000.0,215000000.0,289000000.0,85000000.0,
Other Non Operating Income Expenses,289000000.0,442000000.0,129000000.0,-9000000.0,
Special Income Charges,,,,,0.0
Impairment Of Capital Assets,,,,,0.0
Earnings From Equity Interest,26000000.0,-38000000.0,140000000.0,105000000.0,
Gain On Sale Of Security,-51000000.0,-189000000.0,20000000.0,-11000000.0,
Net Non Operating Interest Income Expense,-426000000.0,-308000000.0,-368000000.0,-332000000.0,
Interest Expense Non Operating,628000000.0,471000000.0,516000000.0,403000000.0,
Interest Income Non Operating,202000000.0,163000000.0,148000000.0,71000000.0,
Operating Income,1296000000.0,1617000000.0,3130000000.0,2313000000.0,
Operating Expense,2113000000.0,1776000000.0,1715000000.0,1369000000.0,
Selling General And Administration,2113000000.0,1776000000.0,1715000000.0,1369000000.0,
Gross Profit,3409000000.0,3393000000.0,4845000000.0,3682000000.0,
Cost Of Revenue,66920000000.0,49715000000.0,54695000000.0,63550000000.0,
Total Revenue,70329000000.0,53108000000.0,59540000000.0,67232000000.0,
Operating Revenue,70326000000.0,53105000000.0,59535000000.0,67232000000.0,
