period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.84722,0.78,1.01432,1.81,8,-0.5319
+1q,1.6889,1.5,2.34313,1.31,8,0.2892
0y,8.22539,7.73,9.0,7.57,10,0.0866
+1y,10.26145,8.41,11.81862,8.22539,10,0.2475
