period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1401115380,1385000000,1418586670,15,1332000000,0.0519
+1q,1459555420,1435067000,1503000000,15,1371000000,0.0646
0y,5854047590,5821000000,5924000000,17,5503000000,0.0638
+1y,6166103580,6064200000,6369000000,17,5854047590,0.0533
