,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,14154158.887865,0.0,0.0,-406980.0,11434415.311692,
Tax Rate For Calcs,0.334922,0.34,0.277321,0.255,0.364885,
Normalized EBITDA,586736000.0,614900000.0,581312000.0,515217000.0,543278000.0,
Total Unusual Items,42261000.0,0.0,0.0,-1596000.0,31337000.0,
Total Unusual Items Excluding Goodwill,42261000.0,0.0,0.0,-1596000.0,31337000.0,
Net Income From Continuing Operation Net Minority Interest,264484000.0,277941000.0,284168000.0,243233000.0,245955000.0,
Reconciled Depreciation,116602000.0,93163000.0,91350000.0,92188000.0,92440000.0,
Reconciled Cost Of Revenue,260055000.0,248761000.0,238517000.0,221844000.0,228780000.0,
EBITDA,628997000.0,614900000.0,581312000.0,513621000.0,574615000.0,
EBIT,512395000.0,521737000.0,489962000.0,421433000.0,482175000.0,
Net Interest Income,-113019000.0,-100035000.0,-96872000.0,-93922000.0,-94837000.0,
Interest Expense,113019000.0,100035000.0,96872000.0,93922000.0,94837000.0,
Normalized Income,236377158.887865,277941000.0,284168000.0,244422020.0,226052415.311692,
Net Income From Continuing And Discontinued Operation,264484000.0,277941000.0,284168000.0,243233000.0,245955000.0,
Total Expenses,726013000.0,649360000.0,622640000.0,578543000.0,577393000.0,
Total Operating Income As Reported,564474000.0,523120000.0,479390000.0,427124000.0,488348000.0,
Diluted Average Shares,70123000.0,71131000.0,71429000.0,71558000.0,71463000.0,
Basic Average Shares,69377000.0,70318000.0,70546000.0,70316000.0,69946000.0,
Diluted EPS,3.75,3.91,3.98,3.4,3.44,
Basic EPS,3.79,3.95,4.03,3.46,3.52,
Diluted NI Availto Com Stockholders,263004000.0,277941000.0,284168000.0,243233000.0,245955000.0,
Net Income Common Stockholders,264484000.0,277941000.0,284168000.0,243233000.0,245955000.0,
Net Income,264484000.0,277941000.0,284168000.0,243233000.0,245955000.0,
Minority Interests,-1132000.0,-438000.0,90000.0,-642000.0,-49000.0,
Net Income Including Noncontrolling Interests,265616000.0,278379000.0,284078000.0,243875000.0,246004000.0,
Net Income Continuous Operations,265616000.0,278379000.0,284078000.0,243875000.0,246004000.0,
Tax Provision,133760000.0,143323000.0,109012000.0,83636000.0,141334000.0,
Pretax Income,399376000.0,421702000.0,393090000.0,327511000.0,387338000.0,
Other Income Expense,-9818000.0,-1383000.0,10572000.0,-5691000.0,25137000.0,
Other Non Operating Income Expenses,-52079000.0,-1383000.0,10572000.0,-4095000.0,-6200000.0,
Special Income Charges,42261000.0,0.0,0.0,-1596000.0,31310000.0,
Other Special Charges,0.0,,,1596000.0,0.0,5040000.0
Gain On Sale Of Security,,,,,27000.0,-469000.0
Net Non Operating Interest Income Expense,-113019000.0,-100035000.0,-96872000.0,-93922000.0,-94837000.0,
Interest Expense Non Operating,113019000.0,100035000.0,96872000.0,93922000.0,94837000.0,
Operating Income,522213000.0,523120000.0,479390000.0,427124000.0,457038000.0,
Operating Expense,465958000.0,400599000.0,384123000.0,356699000.0,348613000.0,
Other Operating Expenses,-9134000.0,11197000.0,2000.0,-5000.0,483000.0,
Depreciation Amortization Depletion Income Statement,116602000.0,93163000.0,91350000.0,92188000.0,92440000.0,
Depreciation And Amortization In Income Statement,116602000.0,93163000.0,91350000.0,92188000.0,92440000.0,
Selling General And Administration,358490000.0,296239000.0,292771000.0,264516000.0,255690000.0,
Selling And Marketing Expense,138026000.0,117628000.0,115777000.0,107557000.0,97514000.0,
General And Administrative Expense,220464000.0,178611000.0,176994000.0,156959000.0,158176000.0,
Other Gand A,220464000.0,178611000.0,176994000.0,156959000.0,158176000.0,
Gross Profit,988171000.0,923719000.0,863513000.0,783823000.0,805651000.0,
Cost Of Revenue,260055000.0,248761000.0,238517000.0,221844000.0,228780000.0,
Total Revenue,1248226000.0,1172480000.0,1102030000.0,1005667000.0,1034431000.0,
Operating Revenue,1248226000.0,1172480000.0,1102030000.0,1005667000.0,1034431000.0,
