,2025-10-31,2024-10-31,2023-10-31,2022-10-31
Tax Effect Of Unusual Items,23939920.0,4176282.0,-3773406.175554,-824472.559749
Tax Rate For Calcs,0.04,0.066,0.069085,0.126317
Normalized EBITDA,1901803000.0,1782475000.0,1609913000.0,1340082000.0
Total Unusual Items,598498000.0,63277000.0,-54620000.0,-6527000.0
Total Unusual Items Excluding Goodwill,598498000.0,63277000.0,-54620000.0,-6527000.0
Net Income From Continuing Operation Net Minority Interest,1336120000.0,1441710000.0,1227045000.0,970225000.0
Reconciled Depreciation,660430000.0,295065000.0,247120000.0,228405000.0
Reconciled Cost Of Revenue,1155644000.0,966462000.0,793018000.0,681245000.0
EBITDA,2500301000.0,1845752000.0,1555293000.0,1333555000.0
EBIT,1839871000.0,1550687000.0,1308173000.0,1105150000.0
Net Interest Income,-169045000.0,30188000.0,33971000.0,-60669000.0
Interest Expense,446729000.0,36829000.0,2703000.0,1698000.0
Interest Income,277684000.0,67017000.0,36674000.0,-58971000.0
Normalized Income,761561920.0,1382609282.0,1277891593.824446,975927527.440251
Net Income From Continuing And Discontinued Operation,1332220000.0,2263380000.0,1229888000.0,984594000.0
Total Expenses,6139251000.0,4771725000.0,3991684000.0,3455779000.0
Total Operating Income As Reported,914927000.0,1355711000.0,1273239000.0,1148714000.0
Diluted Average Shares,165656000.0,155944000.0,155195000.0,156485000.0
Basic Average Shares,163947000.0,153138000.0,152146000.0,153002000.0
Diluted EPS,8.04,14.51,7.92,6.29
Basic EPS,8.13,14.78,8.08,6.44
Diluted NI Availto Com Stockholders,1332220000.0,2263380000.0,1229888000.0,984594000.0
Net Income Common Stockholders,1332220000.0,2263380000.0,1229888000.0,984594000.0
Net Income,1332220000.0,2263380000.0,1229888000.0,984594000.0
Minority Interests,-1031000.0,27570000.0,11763000.0,6158000.0
Net Income Including Noncontrolling Interests,1333251000.0,2235810000.0,1218125000.0,978436000.0
Net Income Discontinuous Operations,-3900000.0,821670000.0,2843000.0,14369000.0
Net Income Continuous Operations,1337151000.0,1414140000.0,1215282000.0,964067000.0
Tax Provision,55991000.0,99718000.0,90188000.0,139385000.0
Pretax Income,1393142000.0,1513858000.0,1305470000.0,1103452000.0
Other Income Expense,647260000.0,127959000.0,-54831000.0,4186000.0
Other Non Operating Income Expenses,48762000.0,64682000.0,-211000.0,10713000.0
Special Income Charges,596656000.0,56983000.0,-53091000.0,-11221000.0
Gain On Sale Of Ppe,51385000.0,1906000.0,0.0,
Gain On Sale Of Business,545271000.0,55077000.0,0.0,0.0
Restructuring And Mergern Acquisition,0.0,0.0,53091000.0,11221000.0
Gain On Sale Of Security,1842000.0,6294000.0,-1529000.0,4694000.0
Net Non Operating Interest Income Expense,-169045000.0,30188000.0,33971000.0,-60669000.0
Interest Expense Non Operating,446729000.0,36829000.0,2703000.0,1698000.0
Interest Income Non Operating,277684000.0,67017000.0,36674000.0,-58971000.0
Operating Income,914927000.0,1355711000.0,1326330000.0,1159935000.0
Operating Expense,4515702000.0,3526436000.0,2960841000.0,2557766000.0
Depreciation Amortization Depletion Income Statement,192525000.0,16238000.0,9295000.0,11637000.0
Depreciation And Amortization In Income Statement,192525000.0,16238000.0,9295000.0,11637000.0
Amortization,192525000.0,16238000.0,9295000.0,11637000.0
Amortization Of Intangibles Income Statement,192525000.0,16238000.0,9295000.0,11637000.0
Research And Development,2479338000.0,2082360000.0,1849935000.0,1589846000.0
Selling General And Administration,1843839000.0,1427838000.0,1101611000.0,956283000.0
Selling And Marketing Expense,1074191000.0,859342000.0,724934000.0,642729000.0
General And Administrative Expense,769648000.0,568496000.0,376677000.0,313554000.0
Other Gand A,769648000.0,568496000.0,376677000.0,313554000.0
Gross Profit,5430629000.0,4882147000.0,4287171000.0,3717701000.0
Cost Of Revenue,1623549000.0,1245289000.0,1030843000.0,898013000.0
Total Revenue,7054178000.0,6127436000.0,5318014000.0,4615714000.0
Operating Revenue,7054178000.0,6127436000.0,5318014000.0,4615714000.0
