,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-75999000.0,-112200000.0,-72452000.0,-378917000.0,
Tax Rate For Calcs,0.147,0.187,0.236,0.209,
Normalized EBITDA,8834000000.0,7327000000.0,7845000000.0,6256000000.0,
Total Unusual Items,-517000000.0,-600000000.0,-307000000.0,-1813000000.0,
Total Unusual Items Excluding Goodwill,-517000000.0,-600000000.0,-307000000.0,-1813000000.0,
Net Income From Continuing Operation Net Minority Interest,3012000000.0,1837000000.0,2087000000.0,269000000.0,
Reconciled Depreciation,2684000000.0,2639000000.0,3128000000.0,3113000000.0,
Reconciled Cost Of Revenue,8118000000.0,7242000000.0,6860000000.0,6890000000.0,
EBITDA,8317000000.0,6727000000.0,7538000000.0,4443000000.0,
EBIT,5633000000.0,4088000000.0,4410000000.0,1330000000.0,
Net Interest Income,-2022000000.0,-1893000000.0,-1679000000.0,-1002000000.0,
Interest Expense,2022000000.0,1893000000.0,1679000000.0,1002000000.0,
Normalized Income,3453001000.0,2324800000.0,2321548000.0,1703083000.0,
Net Income From Continuing And Discontinued Operation,2998000000.0,2034000000.0,1962000000.0,1191000000.0,
Total Expenses,11575000000.0,10612000000.0,10672000000.0,10678000000.0,
Total Operating Income As Reported,4414000000.0,3247000000.0,3414000000.0,1447000000.0,
Diluted Average Shares,879000000.0,852000000.0,838000000.0,835000000.0,
Basic Average Shares,879000000.0,852000000.0,838000000.0,835000000.0,
Diluted EPS,3.410694,2.44,2.29,1.09,
Basic EPS,3.410694,2.492958,2.379475,1.190419,
Diluted NI Availto Com Stockholders,2954000000.0,1956000000.0,1881000000.0,1098000000.0,
Average Dilution Earnings,,0.0,0.0,0.0,0.0
Net Income Common Stockholders,2954000000.0,1956000000.0,1881000000.0,1098000000.0,
Preferred Stock Dividends,44000000.0,78000000.0,81000000.0,93000000.0,
Net Income,2998000000.0,2034000000.0,1962000000.0,1191000000.0,
Minority Interests,-67000000.0,53000000.0,0.0,0.0,
Net Income Including Noncontrolling Interests,3065000000.0,1981000000.0,1962000000.0,1191000000.0,
Net Income Discontinuous Operations,-14000000.0,197000000.0,-125000000.0,922000000.0,
Net Income Continuous Operations,3079000000.0,1784000000.0,2087000000.0,269000000.0,
Tax Provision,532000000.0,411000000.0,644000000.0,59000000.0,
Pretax Income,3611000000.0,2195000000.0,2731000000.0,328000000.0,
Other Income Expense,702000000.0,241000000.0,689000000.0,-1930000000.0,
Other Non Operating Income Expenses,1219000000.0,841000000.0,996000000.0,-117000000.0,
Special Income Charges,-517000000.0,-600000000.0,-307000000.0,-1813000000.0,
Gain On Sale Of Ppe,,1000000.0,27000000.0,-412000000.0,-415000000.0
Write Off,,,,2063000000.0,195000000.0
Impairment Of Capital Assets,517000000.0,600000000.0,307000000.0,1401000000.0,
Earnings From Equity Interest,,,,299000000.0,276000000.0
Net Non Operating Interest Income Expense,-2022000000.0,-1893000000.0,-1679000000.0,-1002000000.0,
Total Other Finance Cost,,,1674000000.0,966000000.0,1255000000.0
Interest Expense Non Operating,2022000000.0,1893000000.0,1679000000.0,1002000000.0,
Operating Income,4931000000.0,3847000000.0,3721000000.0,3260000000.0,
Operating Expense,3160000000.0,3076000000.0,3264000000.0,3117000000.0,
Other Taxes,773000000.0,731000000.0,684000000.0,675000000.0,
Depreciation Amortization Depletion Income Statement,2387000000.0,2345000000.0,2580000000.0,2442000000.0,
Depreciation And Amortization In Income Statement,2387000000.0,2345000000.0,2580000000.0,2442000000.0,
Gross Profit,8091000000.0,6923000000.0,6985000000.0,6377000000.0,
Cost Of Revenue,8415000000.0,7536000000.0,7408000000.0,7561000000.0,
Total Revenue,16506000000.0,14459000000.0,14393000000.0,13938000000.0,
Operating Revenue,16523000000.0,14182000000.0,13487000000.0,14552000000.0,
