period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.8388,0.71,1.03,0.93,12,-0.09810001
+1q,0.88396,0.71,1.15,0.75,12,0.17860001
0y,3.59174,3.55,3.64,3.42,20,0.0502
+1y,3.81833,3.75,3.91,3.59174,19,0.0631
