period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4413586110,3959169210,5127850000,7,4076000000,0.0828
+1q,4195853340,3769400000,4669949200,7,3810000000,0.1013
0y,17383843680,16474000000,18397493000,12,16506000000,0.053200003
+1y,18484293480,17265000000,19520000000,11,17383843680,0.0633
