,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,258323143.0,294374189.0,326550141.0,379087524.0,
Share Issued,258323143.0,294374189.0,326550141.0,379087524.0,
Net Debt,4167147000.0,3946566000.0,3415977000.0,2807397000.0,
Total Debt,31375801000.0,31610449000.0,31555428000.0,33994990000.0,
Tangible Book Value,-3828719000.0,-3836904000.0,-3079106000.0,-1749035000.0,
Invested Capital,8660058000.0,9385579000.0,10154980000.0,13550819000.0,
Working Capital,820317000.0,1011916000.0,1784525000.0,3638800000.0,
Net Tangible Assets,-3828719000.0,-3836904000.0,-3079106000.0,-1749035000.0,
Capital Lease Obligations,25145660000.0,25248351000.0,25211618000.0,25275700000.0,
Common Stock Equity,2429917000.0,3023481000.0,3811170000.0,4831529000.0,
Total Capitalization,8660058000.0,9385579000.0,10154980000.0,12264346000.0,
Total Equity Gross Minority Interest,3276318000.0,3719956000.0,4367501000.0,5368473000.0,
Minority Interest,846401000.0,696475000.0,556331000.0,536944000.0,
Stockholders Equity,2429917000.0,3023481000.0,3811170000.0,4831529000.0,
Gains Losses Not Affecting Retained Earnings,320498000.0,-61216000.0,143896000.0,33499000.0,
Other Equity Adjustments,320498000.0,-61216000.0,143896000.0,33499000.0,
Retained Earnings,2106836000.0,3081753000.0,3664008000.0,4794239000.0,
Additional Paid In Capital,0.0,0.0,0.0,0.0,
Capital Stock,2583000.0,2944000.0,3266000.0,3791000.0,
Common Stock,2583000.0,2944000.0,3266000.0,3791000.0,
Total Liabilities Net Minority Interest,38097468000.0,38511671000.0,38001047000.0,40323733000.0,
Total Non Current Liabilities Net Minority Interest,34585361000.0,35159988000.0,34874979000.0,35807841000.0,
Other Non Current Liabilities,775411000.0,910088000.0,542708000.0,256282000.0,
Preferred Securities Outside Stock Equity,,,,,147547000.0
Non Current Deferred Liabilities,2617067000.0,2811663000.0,2860997000.0,2969443000.0,
Non Current Deferred Taxes Liabilities,2617067000.0,2811663000.0,2860997000.0,2969443000.0,
Long Term Debt And Capital Lease Obligation,31192883000.0,31438237000.0,31471274000.0,32582116000.0,
Long Term Capital Lease Obligation,24962742000.0,25076139000.0,25127464000.0,25149299000.0,
Long Term Debt,6230141000.0,6362098000.0,6343810000.0,7432817000.0,
Current Liabilities,3512107000.0,3351683000.0,3126068000.0,4515892000.0,
Other Current Liabilities,25581000.0,,,539828000.0,14071000.0
Current Deferred Liabilities,621402000.0,596430000.0,566222000.0,612216000.0,
Current Deferred Revenue,621402000.0,596430000.0,566222000.0,612216000.0,
Current Debt And Capital Lease Obligation,182918000.0,172212000.0,84154000.0,1412874000.0,
Current Capital Lease Obligation,182918000.0,172212000.0,84154000.0,126401000.0,
Current Debt,,,60173000.0,1286473000.0,1000000000.0
Other Current Borrowings,,,60173000.0,1286473000.0,1000000000.0
Payables And Accrued Expenses,2682206000.0,2583041000.0,2475692000.0,1950974000.0,
Current Accrued Expenses,1895955000.0,1787537000.0,1623084000.0,1369401000.0,
Interest Payable,71845000.0,69916000.0,60173000.0,83451000.0,
Payables,786251000.0,795504000.0,852608000.0,581573000.0,
Other Payable,,,,,23099000.0
Dividends Payable,,,,0.0,82294000.0
Total Tax Payable,364749000.0,382842000.0,390890000.0,211756000.0,
Accounts Payable,421502000.0,412662000.0,461718000.0,369817000.0,
Total Assets,41373786000.0,42231627000.0,42368548000.0,45692206000.0,
Total Non Current Assets,37041362000.0,37868028000.0,37457955000.0,37537514000.0,
Other Non Current Assets,848547000.0,858980000.0,849867000.0,1029054000.0,
Non Current Deferred Assets,89792000.0,39591000.0,0.0,,
Non Current Deferred Taxes Assets,89792000.0,39591000.0,0.0,,
Investments And Advances,536066000.0,380626000.0,240803000.0,173039000.0,
Long Term Equity Investment,536066000.0,380626000.0,240803000.0,173039000.0,
Investmentsin Associatesat Cost,536066000.0,380626000.0,240803000.0,173039000.0,
Goodwill And Other Intangible Assets,6258636000.0,6860385000.0,6890276000.0,6580564000.0,
Other Intangible Assets,1356676000.0,1715381000.0,1724582000.0,1551252000.0,
Goodwill,4901960000.0,5145004000.0,5165694000.0,5029312000.0,
Net PPE,29308321000.0,29728446000.0,29477009000.0,29754857000.0,
Accumulated Depreciation,-6113009000.0,-5644484000.0,-5176626000.0,-4912917000.0,
Gross PPE,35421330000.0,35372930000.0,34653635000.0,34667774000.0,
Construction In Progress,379559000.0,600945000.0,506242000.0,647256000.0,
Other Properties,23239568000.0,23836932000.0,24113248000.0,24681500000.0,
Machinery Furniture Equipment,5660313000.0,5300400000.0,4633734000.0,4386745000.0,
Buildings And Improvements,5657823000.0,5150315000.0,4910701000.0,4513319000.0,
