period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.75375,4.57,5.01,4.51,8,0.054
+1q,5.02625,4.93,5.32,4.72,8,0.064899996
0y,20.09111,19.6,21.19,19.19,9,0.047
+1y,21.33375,20.6,22.38,20.09111,8,0.0619
