,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1254,6525488,2389894661,0.0047999998
1,2025-12-31,Blackrock Inc.,0.0797,4149658,1519770705,0.0211
2,2025-12-31,State Street Corporation,0.0436,2272041,832112273,0.0125
3,2025-12-31,"Charles Schwab Investment Management, Inc.",0.038599998,2011914,736843363,0.0202
4,2025-12-31,First Trust Advisors LP,0.0378,1967608,720616734,0.026600001
5,2025-12-31,"Geode Capital Management, LLC",0.03,1563695,572687641,-0.0044
6,2025-12-31,Nordea Investment Management AB,0.0252,1310198,479846902,0.040900003
7,2025-12-31,Bank of America Corporation,0.0191,995727,364675046,0.066700004
8,2025-12-31,Earnest Partners LLC,0.0182,948469,347367277,-0.0081
9,2025-12-31,Dimensional Fund Advisors LP,0.0166,863614,316289982,0.0137
