period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.69914,0.66,0.74,0.62333,19,0.1216
+1q,0.85672,0.83,0.88,0.78,19,0.098400004
0y,3.2332,3.16,3.35,2.97,21,0.088599995
+1y,3.58789,3.42,3.75365,3.2332,20,0.1097
