,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,841909238.0,862232760.0,886091880.0,935298315.0,
Share Issued,841909238.0,862232760.0,886091880.0,935298315.0,
Net Debt,5823111000.0,5390687000.0,5290993000.0,4263070000.0,
Total Debt,8491499000.0,7920850000.0,7841005000.0,6545030000.0,
Tangible Book Value,-1783254000.0,-2369034000.0,-2686744000.0,-1991416000.0,
Invested Capital,5253552000.0,4149971000.0,3830847000.0,3310901000.0,
Working Capital,-2031544000.0,-2443610000.0,-2103051000.0,-2015558000.0,
Net Tangible Assets,-1783254000.0,-2369034000.0,-2686744000.0,-1991416000.0,
Capital Lease Obligations,2474595000.0,2399918000.0,2270880000.0,2173377000.0,
Common Stock Equity,-763352000.0,-1370961000.0,-1739278000.0,-1060752000.0,
Total Capitalization,5253552000.0,4149971000.0,3830847000.0,3310901000.0,
Total Equity Gross Minority Interest,-763352000.0,-1370961000.0,-1739278000.0,-1060752000.0,
Stockholders Equity,-763352000.0,-1370961000.0,-1739278000.0,-1060752000.0,
Gains Losses Not Affecting Retained Earnings,26754000.0,-42813000.0,39388000.0,2996000.0,
Other Equity Adjustments,26754000.0,-42813000.0,39388000.0,2996000.0,
Retained Earnings,-2328817000.0,-2791288000.0,-3131532000.0,-2375860000.0,
Additional Paid In Capital,1530292000.0,1454518000.0,1352275000.0,1311488000.0,
Capital Stock,8419000.0,8622000.0,591000.0,624000.0,
Common Stock,8419000.0,8622000.0,591000.0,624000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,17301605000.0,16264702000.0,15612273000.0,13688731000.0,
Total Non Current Liabilities Net Minority Interest,8525784000.0,7981197000.0,7950920000.0,6624914000.0,
Other Non Current Liabilities,262982000.0,231961000.0,203980000.0,201258000.0,
Non Current Deferred Liabilities,211210000.0,247599000.0,295471000.0,245347000.0,
Non Current Deferred Taxes Liabilities,211210000.0,247599000.0,295471000.0,245347000.0,
Long Term Debt And Capital Lease Obligation,8051592000.0,7501637000.0,7451469000.0,6178309000.0,
Long Term Capital Lease Obligation,2034688000.0,1980705000.0,1881344000.0,1806656000.0,
Long Term Debt,6016904000.0,5520932000.0,5570125000.0,4371653000.0,
Current Liabilities,8775821000.0,8283505000.0,7661353000.0,7063817000.0,
Other Current Liabilities,561294000.0,876732000.0,730937000.0,383692000.0,
Current Debt And Capital Lease Obligation,439907000.0,419213000.0,389536000.0,366721000.0,
Current Capital Lease Obligation,439907000.0,419213000.0,389536000.0,366721000.0,
Pensionand Other Post Retirement Benefit Plans Current,,,,166433000.0,234872000.0
Current Provisions,297304000.0,149387000.0,128548000.0,138926000.0,
Payables And Accrued Expenses,7477316000.0,6838173000.0,6412332000.0,6174478000.0,
Current Accrued Expenses,359675000.0,307088000.0,312772000.0,293321000.0,
Payables,7117641000.0,6531085000.0,6099560000.0,5881157000.0,
Total Tax Payable,13957000.0,6274000.0,7860000.0,0.0,
Income Tax Payable,13957000.0,6274000.0,7860000.0,0.0,
Accounts Payable,7103684000.0,6524811000.0,6091700000.0,5881157000.0,
Total Assets,16538253000.0,14893741000.0,13872995000.0,12627979000.0,
Total Non Current Assets,9793976000.0,9053846000.0,8314693000.0,7579720000.0,
Other Non Current Assets,125499000.0,125979000.0,129693000.0,112748000.0,
Goodwill And Other Intangible Assets,1019902000.0,998073000.0,947466000.0,930664000.0,
Other Intangible Assets,71694000.0,67912000.0,49770000.0,46219000.0,
Goodwill,948208000.0,930161000.0,897696000.0,884445000.0,
Net PPE,8648575000.0,7929794000.0,7237534000.0,6536308000.0,
Accumulated Depreciation,-3964824000.0,-3587098000.0,-3275387000.0,-3014024000.0,
Gross PPE,12613399000.0,11516892000.0,10512921000.0,9550332000.0,
Leases,1438562000.0,1277447000.0,1113374000.0,951652000.0,
Construction In Progress,472040000.0,438169000.0,348968000.0,239773000.0,
Other Properties,2391150000.0,2324638000.0,2200554000.0,2112267000.0,
Machinery Furniture Equipment,3252576000.0,2998855000.0,2738888000.0,2418576000.0,
Buildings And Improvements,3830809000.0,3407685000.0,3121562000.0,2896071000.0,
Land And Improvements,1228262000.0,1070098000.0,989575000.0,931993000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,6744277000.0,5839895000.0,5558302000.0,5048259000.0,
Other Current Assets,269406000.0,117916000.0,105311000.0,110376000.0,
Inventory,5731385000.0,5095804000.0,4658367000.0,4359126000.0,
Receivables,549693000.0,495930000.0,515492000.0,470174000.0,
Other Receivables,159900000.0,139091000.0,140443000.0,127019000.0,
Accounts Receivable,389793000.0,356839000.0,375049000.0,343155000.0,
Allowance For Doubtful Accounts Receivable,-25851000.0,-22545000.0,-15834000.0,-14695000.0,
Gross Accounts Receivable,415644000.0,379384000.0,390883000.0,357850000.0,
Cash Cash Equivalents And Short Term Investments,193793000.0,130245000.0,279132000.0,108583000.0,
Cash And Cash Equivalents,193793000.0,130245000.0,279132000.0,108583000.0,
