,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.217,0.216,0.219,0.224
Normalized EBITDA,3986465000.0,3729504000.0,3615479000.0,3314308000.0
Net Income From Continuing Operation Net Minority Interest,2538209000.0,2386680000.0,2346581000.0,2172650000.0
Reconciled Depreciation,511230000.0,461892000.0,409061000.0,357933000.0
Reconciled Cost Of Revenue,8607851000.0,8153990000.0,7707447000.0,7028154000.0
EBITDA,3986465000.0,3729504000.0,3615479000.0,3314308000.0
EBIT,3475235000.0,3267612000.0,3206418000.0,2956375000.0
Net Interest Income,-227741000.0,-215253000.0,-196768000.0,-152957000.0
Interest Expense,235064000.0,222548000.0,201668000.0,157720000.0
Interest Income,7323000.0,7295000.0,4900000.0,4763000.0
Normalized Income,2538209000.0,2386680000.0,2346581000.0,2172650000.0
Net Income From Continuing And Discontinued Operation,2538209000.0,2386680000.0,2346581000.0,2172650000.0
Total Expenses,14321380000.0,13457322000.0,12625874000.0,11455369000.0
Total Operating Income As Reported,3460612000.0,3251157000.0,3186376000.0,2954491000.0
Diluted Average Shares,855919000.0,880575000.0,914970000.0,974430000.0
Basic Average Shares,851472000.0,875085000.0,907125000.0,965580000.0
Diluted EPS,2.97,2.710667,2.564667,2.229333
Basic EPS,2.98,2.727333,2.586667,2.25
Diluted NI Availto Com Stockholders,2538209000.0,2386680000.0,2346581000.0,2172650000.0
Net Income Common Stockholders,2538209000.0,2386680000.0,2346581000.0,2172650000.0
Net Income,2538209000.0,2386680000.0,2346581000.0,2172650000.0
Net Income Including Noncontrolling Interests,2538209000.0,2386680000.0,2346581000.0,2172650000.0
Net Income Continuous Operations,2538209000.0,2386680000.0,2346581000.0,2172650000.0
Tax Provision,701962000.0,658384000.0,658169000.0,626005000.0
Pretax Income,3240171000.0,3045064000.0,3004750000.0,2798655000.0
Other Income Expense,7300000.0,9160000.0,15142000.0,-2879000.0
Other Non Operating Income Expenses,7300000.0,9160000.0,15142000.0,-2879000.0
Net Non Operating Interest Income Expense,-227741000.0,-215253000.0,-196768000.0,-152957000.0
Interest Expense Non Operating,235064000.0,222548000.0,201668000.0,157720000.0
Interest Income Non Operating,7323000.0,7295000.0,4900000.0,4763000.0
Operating Income,3460612000.0,3251157000.0,3186376000.0,2954491000.0
Operating Expense,5713529000.0,5303332000.0,4918427000.0,4427215000.0
Selling General And Administration,5713529000.0,5303332000.0,4918427000.0,4427215000.0
Gross Profit,9174141000.0,8554489000.0,8104803000.0,7381706000.0
Cost Of Revenue,8607851000.0,8153990000.0,7707447000.0,7028154000.0
Total Revenue,17781992000.0,16708479000.0,15812250000.0,14409860000.0
Operating Revenue,17781992000.0,16708479000.0,15812250000.0,14409860000.0
