,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.0953,79730143,7302085073,0.0058
1,2025-12-31,Blackrock Inc.,0.0763,63808909,5843938872,0.012200001
2,2025-12-31,State Street Corporation,0.044499997,37206098,3407520451,0.0038
3,2025-12-31,"Geode Capital Management, LLC",0.028900001,24140497,2210907395,0.015700001
4,2025-12-31,"Principal Financial Group, Inc.",0.025799999,21626710,1980682215,-0.097200006
5,2025-12-31,"FMR, LLC",0.025799999,21596741,1977937504,-0.1816
6,2025-12-31,Morgan Stanley,0.019,15899133,1456122081,-0.0437
7,2025-12-31,"Wellington Management Group, LLP",0.0176,14755276,1351361938,0.2515
8,2025-12-31,Bank Of New York Mellon Corporation,0.0171,14289058,1308663363,-0.102299996
9,2025-12-31,NORGES BANK,0.0149,12436262,1138975043,0.15020001
