,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,69708000.0,-35680000.0,47642015.630468,538135000.0
Tax Rate For Calcs,0.222,0.223,0.217543,0.221
Normalized EBITDA,11613000000.0,12077000000.0,12507000000.0,16282000000.0
Total Unusual Items,314000000.0,-160000000.0,219000000.0,2435000000.0
Total Unusual Items Excluding Goodwill,314000000.0,-160000000.0,219000000.0,2435000000.0
Net Income From Continuing Operation Net Minority Interest,5572000000.0,5782000000.0,6708000000.0,11548000000.0
Reconciled Depreciation,3746000000.0,3609000000.0,3366000000.0,3188000000.0
Reconciled Cost Of Revenue,72631000000.0,74714000000.0,73720000000.0,79324000000.0
EBITDA,11927000000.0,11917000000.0,12726000000.0,18717000000.0
EBIT,8181000000.0,8308000000.0,9360000000.0,15529000000.0
Net Interest Income,-1017000000.0,-866000000.0,-787000000.0,-704000000.0
Interest Expense,1017000000.0,866000000.0,787000000.0,704000000.0
Normalized Income,5327708000.0,5906320000.0,6536642015.630468,9651135000.0
Net Income From Continuing And Discontinued Operation,5572000000.0,5782000000.0,6708000000.0,11548000000.0
Total Expenses,80794000000.0,82602000000.0,81817000000.0,87244000000.0
Rent Expense Supplemental,2269000000.0,2117000000.0,2019000000.0,1844000000.0
Total Operating Income As Reported,7867000000.0,8468000000.0,9141000000.0,13094000000.0
Diluted Average Shares,850000000.0,856000000.0,860000000.0,875000000.0
Basic Average Shares,849000000.0,855000000.0,859000000.0,871000000.0
Diluted EPS,6.56,6.75,7.8,13.2
Basic EPS,6.56,6.76,7.81,13.26
Diluted NI Availto Com Stockholders,5572000000.0,5782000000.0,6708000000.0,11548000000.0
Net Income Common Stockholders,5572000000.0,5782000000.0,6708000000.0,11548000000.0
Net Income,5572000000.0,5782000000.0,6708000000.0,11548000000.0
Net Income Including Noncontrolling Interests,5572000000.0,5782000000.0,6708000000.0,11548000000.0
Net Income Continuous Operations,5572000000.0,5782000000.0,6708000000.0,11548000000.0
Tax Provision,1592000000.0,1660000000.0,1865000000.0,3277000000.0
Pretax Income,7164000000.0,7442000000.0,8573000000.0,14825000000.0
Other Income Expense,314000000.0,-160000000.0,219000000.0,2435000000.0
Gain On Sale Of Security,314000000.0,-160000000.0,219000000.0,2435000000.0
Net Non Operating Interest Income Expense,-1017000000.0,-866000000.0,-787000000.0,-704000000.0
Interest Expense Non Operating,1017000000.0,866000000.0,787000000.0,704000000.0
Operating Income,7867000000.0,8468000000.0,9141000000.0,13094000000.0
Operating Expense,8163000000.0,7888000000.0,8097000000.0,7920000000.0
Other Operating Expenses,8163000000.0,7888000000.0,8097000000.0,7920000000.0
Gross Profit,16030000000.0,16356000000.0,17238000000.0,21014000000.0
Cost Of Revenue,72631000000.0,74714000000.0,73720000000.0,79324000000.0
Total Revenue,88661000000.0,91070000000.0,90958000000.0,100338000000.0
Operating Revenue,88661000000.0,91070000000.0,90958000000.0,100338000000.0
