period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,21049929380,20725000000,21479000000,17,21546000000,-0.023
+1q,21229153420,20513338000,21793750220,16,21221000000,0.0004
0y,89451392210,87816873840,90387975420,24,88661000000,0.0089
+1y,93214848090,90907000000,95476291000,25,89451392210,0.0421
