period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.08245,0.98,1.25,1.49,24,-0.2735
+1q,1.58486,1.41113,1.71,1.55,23,0.0225
0y,7.03536,6.54,7.22968,7.16,29,-0.0174
+1y,7.9645,6.63,8.5,7.03536,29,0.1321
