period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,8830144600,8716600000,8909000000,18,8767000000,0.0072000003
+1q,9385567980,9162000000,9564000000,18,9438000000,-0.0056
0y,41780762660,41321600000,42129000000,20,41691000000,0.0022
+1y,42435733360,41469800000,43294900000,21,41780762660,0.015700001
