,2026-01-31,2025-01-31,2024-01-31,2023-01-31
Tax Effect Of Unusual Items,-71768518.518519,-111456370.656371,-12690000.0,-24633000.0
Tax Rate For Calcs,0.240028,0.287259,0.235,0.207
Normalized EBITDA,2581000000.0,2600000000.0,2650000000.0,2860000000.0
Total Unusual Items,-299000000.0,-388000000.0,-54000000.0,-119000000.0
Total Unusual Items Excluding Goodwill,-299000000.0,-388000000.0,-54000000.0,-119000000.0
Net Income From Continuing Operation Net Minority Interest,1069000000.0,927000000.0,1241000000.0,1419000000.0
Reconciled Depreciation,831000000.0,866000000.0,923000000.0,918000000.0
Reconciled Cost Of Revenue,32318000000.0,32143000000.0,33849000000.0,36386000000.0
EBITDA,2282000000.0,2212000000.0,2596000000.0,2741000000.0
EBIT,1451000000.0,1346000000.0,1673000000.0,1823000000.0
Net Interest Income,-47000000.0,-51000000.0,-52000000.0,-35000000.0
Interest Expense,47000000.0,51000000.0,52000000.0,35000000.0
Normalized Income,1296231481.481481,1203543629.343629,1282310000.0,1513367000.0
Net Income From Continuing And Discontinued Operation,1069000000.0,927000000.0,1241000000.0,1419000000.0
Total Expenses,39941000000.0,39794000000.0,41725000000.0,44356000000.0
Total Operating Income As Reported,1389000000.0,1262000000.0,1574000000.0,1795000000.0
Diluted Average Shares,212100000.0,216600000.0,218500000.0,225700000.0
Basic Average Shares,211000000.0,215200000.0,217700000.0,224800000.0
Diluted EPS,5.04,4.28,5.68,6.29
Basic EPS,5.06,4.31,5.7,6.31
Diluted NI Availto Com Stockholders,1069000000.0,927000000.0,1241000000.0,1419000000.0
Net Income Common Stockholders,1069000000.0,927000000.0,1241000000.0,1419000000.0
Net Income,1069000000.0,927000000.0,1241000000.0,1419000000.0
Net Income Including Noncontrolling Interests,1069000000.0,927000000.0,1241000000.0,1419000000.0
Net Income Continuous Operations,1069000000.0,927000000.0,1241000000.0,1419000000.0
Earnings From Equity Interest Net Of Tax,2000000.0,4000000.0,1000000.0,1000000.0
Tax Provision,337000000.0,372000000.0,381000000.0,370000000.0
Pretax Income,1404000000.0,1295000000.0,1621000000.0,1788000000.0
Other Income Expense,-299000000.0,-388000000.0,-54000000.0,-119000000.0
Special Income Charges,-367000000.0,-472000000.0,-132000000.0,-147000000.0
Gain On Sale Of Business,-6000000.0,0.0,21000000.0,0.0
Impairment Of Capital Assets,171000000.0,475000000.0,0.0,0.0
Restructuring And Mergern Acquisition,190000000.0,-3000000.0,153000000.0,147000000.0
Gain On Sale Of Security,68000000.0,84000000.0,78000000.0,28000000.0
Net Non Operating Interest Income Expense,-47000000.0,-51000000.0,-52000000.0,-35000000.0
Interest Expense Non Operating,47000000.0,51000000.0,52000000.0,35000000.0
Operating Income,1750000000.0,1734000000.0,1727000000.0,1942000000.0
Operating Expense,7623000000.0,7651000000.0,7876000000.0,7970000000.0
Selling General And Administration,7623000000.0,7651000000.0,7876000000.0,7970000000.0
Gross Profit,9373000000.0,9385000000.0,9603000000.0,9912000000.0
Cost Of Revenue,32318000000.0,32143000000.0,33849000000.0,36386000000.0
Total Revenue,41691000000.0,41528000000.0,43452000000.0,46298000000.0
Operating Revenue,41691000000.0,41528000000.0,43452000000.0,46298000000.0
