,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Blackrock Inc.,0.1246,26053684,1661834229,0.0462
1,2025-12-31,Vanguard Group Inc,0.116000004,24255320,1547125582,0.0128999995
2,2025-12-31,State Street Corporation,0.0633,13245567,844868489,-0.0068
3,2025-12-31,"AQR Capital Management, LLC",0.0438,9158839,584196544,0.30879998
4,2025-12-31,"Charles Schwab Investment Management, Inc.",0.0356,7452642,475366768,0.022
5,2025-12-31,JPMORGAN CHASE & CO,0.0301,6291192,401283680,-0.3321
6,2025-12-31,"Geode Capital Management, LLC",0.0249,5201566,331781886,-0.0016
7,2025-12-31,Invesco Ltd.,0.0226,4732080,301835722,0.061
8,2025-12-31,"Raymond James Financial, Inc.",0.0198,4136981,263877332,-0.073
9,2025-12-31,UBS Group AG,0.019299999,4029479,257020317,0.9566
