period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.19499,1.06,1.31,1.02,21,0.1716
+1q,1.44115,1.26,1.58,1.17,20,0.2318
0y,6.34586,6.19,6.50052,4.97,22,0.2768
+1y,8.0808,7.611,8.59,6.34586,22,0.2734
