,2025-10-31,2024-10-31,2023-10-31,2022-10-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.2,0.29,0.22,0.13
Normalized EBITDA,1454000000.0,1219000000.0,1647000000.0,1587000000.0
Net Income From Continuing Operation Net Minority Interest,869000000.0,614000000.0,1057000000.0,1124000000.0
Reconciled Depreciation,276000000.0,270000000.0,212000000.0,223000000.0
Reconciled Cost Of Revenue,2038000000.0,1846000000.0,1932000000.0,1970000000.0
EBITDA,1454000000.0,1219000000.0,1647000000.0,1587000000.0
EBIT,1178000000.0,949000000.0,1435000000.0,1364000000.0
Net Interest Income,6000000.0,-3000000.0,24000000.0,-63000000.0
Interest Expense,96000000.0,84000000.0,78000000.0,79000000.0
Interest Income,102000000.0,81000000.0,102000000.0,16000000.0
Normalized Income,869000000.0,614000000.0,1057000000.0,1124000000.0
Net Income From Continuing And Discontinued Operation,850000000.0,614000000.0,1057000000.0,1124000000.0
Total Expenses,4499000000.0,4146000000.0,4106000000.0,4086000000.0
Total Operating Income As Reported,876000000.0,833000000.0,1358000000.0,1334000000.0
Diluted Average Shares,173000000.0,175000000.0,179000000.0,182000000.0
Basic Average Shares,172000000.0,174000000.0,178000000.0,180000000.0
Diluted EPS,4.89,3.51,5.91,6.18
Basic EPS,4.91,3.53,5.95,6.23
Diluted NI Availto Com Stockholders,850000000.0,614000000.0,1057000000.0,1124000000.0
Net Income Common Stockholders,850000000.0,614000000.0,1057000000.0,1124000000.0
Net Income,850000000.0,614000000.0,1057000000.0,1124000000.0
Net Income Including Noncontrolling Interests,850000000.0,614000000.0,1057000000.0,1124000000.0
Net Income Discontinuous Operations,-19000000.0,0.0,0.0,
Net Income Continuous Operations,869000000.0,614000000.0,1057000000.0,1124000000.0
Tax Provision,213000000.0,251000000.0,300000000.0,161000000.0
Pretax Income,1082000000.0,865000000.0,1357000000.0,1285000000.0
Other Income Expense,200000000.0,35000000.0,-25000000.0,14000000.0
Other Non Operating Income Expenses,200000000.0,35000000.0,-25000000.0,14000000.0
Net Non Operating Interest Income Expense,6000000.0,-3000000.0,24000000.0,-63000000.0
Interest Expense Non Operating,96000000.0,84000000.0,78000000.0,79000000.0
Interest Income Non Operating,102000000.0,81000000.0,102000000.0,16000000.0
Operating Income,876000000.0,833000000.0,1358000000.0,1334000000.0
Operating Expense,2461000000.0,2300000000.0,2174000000.0,2116000000.0
Other Operating Expenses,-20000000.0,-14000000.0,-15000000.0,-8000000.0
Research And Development,1007000000.0,919000000.0,882000000.0,841000000.0
Selling General And Administration,1474000000.0,1395000000.0,1307000000.0,1283000000.0
Gross Profit,3337000000.0,3133000000.0,3532000000.0,3450000000.0
Cost Of Revenue,2038000000.0,1846000000.0,1932000000.0,1970000000.0
Total Revenue,5375000000.0,4979000000.0,5464000000.0,5420000000.0
Operating Revenue,5375000000.0,4979000000.0,5464000000.0,5420000000.0
