period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1701860690,1695000000,1708441730,11,1306000000,0.3031
+1q,1641614270,1573200000,1684000000,11,1352000000,0.2142
0y,6618055840,6460230000,6720000000,12,5375000000,0.2313
+1y,7149111300,6838645040,7393000000,12,6618055840,0.0802
