period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,5064402780,4698000000,5469000000,6,4369195000,0.1591
+1q,5452219950,4921000000,5873000000,6,4565123000,0.1943
0y,21105857750,18811409900,22501600000,11,18176581000,0.1612
+1y,21766826430,19167580190,23592800000,10,21105857750,0.0313
