period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.77985,2.73711,2.86,1.44,8,0.93050003
+1q,3.61932,3.30305,4.22,2.01,7,0.8007
0y,13.63588,12.06639,14.88,7.99,8,0.7066
+1y,15.89276,14.25,17.6,13.63588,10,0.16549999
