,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,687900000.0,753000000.0,852600000.0,-1989900000.0,
Repurchase Of Capital Stock,-20100000.0,-17700000.0,-16100000.0,-3073000000.0,
Repayment Of Debt,-850500000.0,0.0,0.0,-2500000000.0,
Issuance Of Debt,0.0,0.0,745300000.0,3492600000.0,
Issuance Of Capital Stock,8900000.0,24800000.0,19000000.0,788700000.0,
Capital Expenditure,-283300000.0,-353900000.0,-338700000.0,-530400000.0,
End Cash Position,287400000.0,292800000.0,454600000.0,404900000.0,
Beginning Cash Position,292800000.0,454600000.0,404900000.0,294800000.0,
Effect Of Exchange Rate Changes,79300000.0,-106200000.0,2100000.0,-31900000.0,
Changes In Cash,-84700000.0,-55600000.0,47600000.0,142000000.0,
Financing Cash Flow,-794400000.0,-1556700000.0,-816000000.0,-1971100000.0,
Cash Flow From Continuing Financing Activities,-794400000.0,-1556700000.0,-816000000.0,-1971100000.0,
Net Other Financing Charges,-5000000.0,-15700000.0,-36900000.0,-69700000.0,
Proceeds From Stock Option Exercised,,,,,0.0
Cash Dividends Paid,-500600000.0,-491200000.0,-482600000.0,-471600000.0,
Preferred Stock Dividend Paid,,0.0,0.0,-5800000.0,-18900000.0
Common Stock Dividend Paid,-500600000.0,-491200000.0,-482600000.0,-465800000.0,
Net Preferred Stock Issuance,,0.0,0.0,0.0,-750000000.0
Preferred Stock Payments,,0.0,0.0,-750000000.0,-750000000.0
Preferred Stock Issuance,,0.0,0.0,750000000.0,0.0
Net Common Stock Issuance,-11200000.0,7100000.0,2900000.0,-2284300000.0,
Common Stock Payments,-20100000.0,-17700000.0,-16100000.0,-2323000000.0,
Common Stock Issuance,8900000.0,24800000.0,19000000.0,38700000.0,
Net Issuance Payments Of Debt,-277600000.0,-1056900000.0,-299400000.0,854500000.0,
Net Short Term Debt Issuance,572900000.0,-1056900000.0,-1044700000.0,-138100000.0,
Net Long Term Debt Issuance,-850500000.0,0.0,745300000.0,992600000.0,
Long Term Debt Payments,-850500000.0,0.0,0.0,-2500000000.0,
Long Term Debt Issuance,0.0,0.0,745300000.0,3492600000.0,
Investing Cash Flow,-261500000.0,394200000.0,-327700000.0,3572600000.0,
Cash Flow From Continuing Investing Activities,-261500000.0,394200000.0,-327700000.0,3572600000.0,
Net Other Investing Changes,16800000.0,12500000.0,16700000.0,17200000.0,
Net Investment Purchase And Sale,,0.0,0.0,10600000.0,-55100000.0
Sale Of Investment,,0.0,0.0,10600000.0,
Purchase Of Investment,,,,,-70500000.0
Net Business Purchase And Sale,5000000.0,735600000.0,-5700000.0,4075200000.0,
Sale Of Business,5000000.0,735600000.0,,4147100000.0,5300000.0
Purchase Of Business,,0.0,-5700000.0,-71900000.0,-2043800000.0
Capital Expenditure Reported,-283300000.0,-353900000.0,-338700000.0,-530400000.0,
Operating Cash Flow,971200000.0,1106900000.0,1191300000.0,-1459500000.0,
Cash Flow From Continuing Operating Activities,971200000.0,1106900000.0,1191300000.0,-1459500000.0,
Change In Working Capital,-248300000.0,74400000.0,754100000.0,-2075200000.0,
Change In Other Working Capital,-38500000.0,-43900000.0,-39800000.0,-61800000.0,
Change In Other Current Liabilities,-260000000.0,66900000.0,113000000.0,173400000.0,
Change In Other Current Assets,90400000.0,-42600000.0,-60100000.0,-335700000.0,
Change In Payables And Accrued Expense,-488700000.0,-57200000.0,-48600000.0,-1167700000.0,
Change In Accrued Expense,-204100000.0,-230500000.0,-25600000.0,-176300000.0,
Change In Payable,-284600000.0,173300000.0,-23000000.0,-991400000.0,
Change In Account Payable,-284600000.0,173300000.0,-23000000.0,-991400000.0,
Change In Inventory,258500000.0,93000000.0,906600000.0,-792400000.0,
Change In Receivables,190000000.0,58200000.0,-117000000.0,109000000.0,
Changes In Account Receivables,190000000.0,58200000.0,-117000000.0,109000000.0,
Other Non Cash Items,67300000.0,175900000.0,168800000.0,-1045000000.0,
Stock Based Compensation,94100000.0,105400000.0,83800000.0,90700000.0,
Provisionand Write Offof Assets,18400000.0,22200000.0,8700000.0,30000000.0,
Asset Impairment Charge,189500000.0,72400000.0,274800000.0,168400000.0,
Amortization Of Securities,,,,,20700000.0
Deferred Tax,-64400000.0,-227200000.0,-424300000.0,-271700000.0,
Deferred Income Tax,-64400000.0,-227200000.0,-424300000.0,-271700000.0,
Depreciation Amortization Depletion,512400000.0,589500000.0,625100000.0,572200000.0,
Depreciation And Amortization,512400000.0,589500000.0,625100000.0,572200000.0,
Amortization Cash Flow,146800000.0,163200000.0,192700000.0,202500000.0,
Amortization Of Intangibles,146800000.0,163200000.0,192700000.0,202500000.0,
Depreciation,365600000.0,426300000.0,432400000.0,369700000.0,
Operating Gains Losses,300000.0,,10800000.0,8400000.0,-86400000.0
Earnings Losses From Equity Investments,,,0.0,0.0,-87000000.0
Gain Loss On Sale Of Business,300000.0,0.0,10800000.0,8400000.0,
Net Income From Continuing Operations,401900000.0,294300000.0,-310500000.0,1062700000.0,
