period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.58148,0.55214,0.63,0.75,14,-0.22469999
+1q,1.26982,0.9476,1.57,1.08,14,0.1758
0y,5.36625,5.04839,5.52686,4.67,15,0.1491
+1y,6.34844,6.0,6.75,5.36625,14,0.183
